id,horizon,mean_relative_mse,mean_mse,median_mse,q90_mse,median_relative_mse,q90_relative_mse,best_relative_mse
ssbroyden_N512_s1_neighbor_sine_5b6b76c68533,20000,2.5663193617609176e-21,2.5663193617609176e-21,2.5257325637088767e-21,3.018322903163729e-21,2.5257325637088767e-21,3.018322903163729e-21,2.0293566780977602e-21
ssbroyden_N512_s1_individual_sine_130d84c93236,20000,1.4412121224523308e-20,1.4412121224523308e-20,1.1208387719779184e-20,2.1169681414596048e-20,1.1208387719779184e-20,2.1169681414596048e-20,9.675886414849673e-21
ssbroyden_N512_s0_individual_sine_8fab96c1740d,20000,1.6816732709480946e-20,1.6816732709480946e-20,1.6763925137245272e-20,2.147465354280052e-20,1.6763925137245272e-20,2.147465354280052e-20,1.1680372660090556e-20
ssbroyden_N128_s0_individual_sine_39989653d043,20000,1.1121118924740143e-19,1.1121118924740143e-19,1.0893431389146338e-19,1.4099910377667457e-19,1.0893431389146338e-19,1.4099910377667457e-19,7.701307992086027e-20
ssbroyden_N128_s0_individual_sine_54a746566645,20000,1.1184778402459204e-19,1.1184778402459204e-19,1.0527058396201766e-19,1.4489205249125624e-19,1.0527058396201766e-19,1.4489205249125624e-19,8.00961227246668e-20
ssbroyden_N128_s0_individual_sine_e42142c4b57f,20000,1.6251291342750738e-19,1.6251291342750738e-19,1.5498098064922921e-19,2.1533177164098894e-19,1.5498098064922921e-19,2.1533177164098894e-19,1.0411626494205209e-19
ssbroyden_N128_s0_individual_sine_62d3ae71af1e,20000,1.6637295321694505e-19,1.6637295321694505e-19,1.6245076484590831e-19,2.0268995974370432e-19,1.6245076484590831e-19,2.0268995974370432e-19,1.306409679708626e-19
ssbroyden_N128_s1_neighbor_sine_c2d0d9af8421,20000,1.8545900245649734e-19,1.8545900245649734e-19,1.7533807110991859e-19,2.5558564529940614e-19,1.7533807110991859e-19,2.5558564529940614e-19,1.1973313731978042e-19
ssbroyden_N128_s1_neighbor_sine_5bfd033d73c3,20000,3.224040759518139e-19,3.224040759518139e-19,3.037997384944483e-19,4.360920137065552e-19,3.037997384944483e-19,4.360920137065552e-19,2.0040509474572223e-19
ssbroyden_N128_s0_individual_sine_f2df73c9a61e,20000,4.561725837482943e-19,4.561725837482943e-19,4.371926214996145e-19,5.963868185683035e-19,4.371926214996145e-19,5.963868185683035e-19,3.07635932878884e-19
ssbroyden_N128_s1_individual_sine_8fd6b857d818,20000,4.60801051160185e-19,4.60801051160185e-19,4.2621311148724703e-19,6.229344573292292e-19,4.2621311148724703e-19,6.229344573292292e-19,2.983320672549591e-19
ssbroyden_N128_s0_individual_sine_9d601dec71cc,20000,5.254690531982351e-19,5.254690531982351e-19,5.118796335835624e-19,7.046391088994998e-19,5.118796335835624e-19,7.046391088994998e-19,3.341154199649686e-19
ssbroyden_N128_s0_individual_sine_10012fcfe173,20000,6.961280527554764e-19,6.961280527554764e-19,6.619128192295888e-19,9.657668879153807e-19,6.619128192295888e-19,9.657668879153807e-19,3.992030648662234e-19
ssbroyden_N128_s1_individual_sine_f32009210085,20000,2.0282437208093935e-18,2.0282437208093935e-18,1.9198041549884457e-18,2.567363100980386e-18,1.9198041549884457e-18,2.567363100980386e-18,1.4671203553972704e-18
ssbroyden_N128_s0_neighbor_sine_781dad87bc9f,20000,4.716838659135266e-18,4.716838659135266e-18,4.7188061558906685e-18,4.919035874095094e-18,4.7188061558906685e-18,4.919035874095094e-18,4.482676686200515e-18
ssbroyden_N128_s1_individual_sine_ddb1eced80e8,20000,5.952086900020346e-18,5.952086900020346e-18,5.684760177222715e-18,8.081136787640824e-18,5.684760177222715e-18,8.081136787640824e-18,3.688171051185887e-18
ssbroyden_N512_s0_individual_mixed_09850de28582,20000,7.069717103849643e-18,7.069717103849641e-18,7.655819250707866e-18,8.742726933437756e-18,7.655819250707868e-18,8.742726933437758e-18,4.487705404731702e-18
ssbroyden_N512_s1_individual_mixed_debd5fbd5970,20000,1.0438178972076051e-17,1.043817897207605e-17,9.795431435765816e-18,1.2905059905803836e-17,9.795431435765818e-18,1.2905059905803839e-17,7.686039458558082e-18
ssbroyden_N128_s0_neighbor_sine_386f16f1af6d,20000,1.485694479854025e-17,1.485694479854025e-17,1.4965202637067794e-17,1.8763191816715182e-17,1.4965202637067794e-17,1.8763191816715182e-17,9.551349060106682e-18
ssbroyden_N128_s0_neighbor_sine_7d2c5541d9ce,20000,1.5852871612993774e-17,1.5852871612993774e-17,1.5943682764757382e-17,2.218676354393899e-17,1.5943682764757382e-17,2.218676354393899e-17,8.783953654769563e-18
ssbroyden_N128_s0_neighbor_sine_2c2e8c0a980f,20000,3.567142994286072e-17,3.567142994286072e-17,2.8873749515159356e-17,6.16073508974391e-17,2.8873749515159356e-17,6.16073508974391e-17,1.4313029507381123e-17
ssbroyden_N128_s0_neighbor_sine_b334b9d9d36d,20000,5.369215632363403e-17,5.369215632363403e-17,5.232401269350892e-17,6.97364824990484e-17,5.232401269350892e-17,6.97364824990484e-17,3.793786077394778e-17
ssbroyden_N128_s0_neighbor_sine_1a8585b4d506,20000,5.722624687004464e-17,5.722624687004464e-17,5.3092170343075165e-17,7.406321200958258e-17,5.3092170343075165e-17,7.406321200958258e-17,4.1878961229066785e-17
ssbroyden_N128_s1_individual_moment9_ab0f4d677f7a,20000,1.1917288080843003e-16,1.1918007056106226e-16,1.1465854846260236e-16,1.667023041666252e-16,1.1465163147894277e-16,1.666922475495705e-16,6.353532178111336e-17
ssbroyden_N128_s1_neighbor_moment9_52b492dc9deb,20000,1.9290204047313995e-16,1.929136783385994e-16,1.913747231640855e-16,2.4387460798141693e-16,1.9136317813887166e-16,2.438598958059968e-16,1.3663340101858013e-16
ssbroyden_N128_s0_neighbor_sine_a027304d03b2,20000,4.217483973276224e-16,4.217483973276224e-16,4.1510424788882156e-16,4.976148267628077e-16,4.1510424788882156e-16,4.976148267628077e-16,3.386661314265311e-16
ssbroyden_N128_s0_individual_moment9_3385f738cae4,20000,2.2410881682163076e-15,2.2412233740571605e-15,2.2353204774802163e-15,2.475118052856e-15,2.235185627742242e-15,2.474968736896949e-15,1.9894311582732125e-15
ssbroyden_N128_s0_neighbor_moment9_5266a8a54692,20000,4.439692150477739e-15,4.439959999069706e-15,3.906305357978515e-15,6.232428334319765e-15,3.9060697030649234e-15,6.2320523518437434e-15,2.6404695879535676e-15
ssbroyden_N512_s1_neighbor_mixed_5fe5affb0fe7,20000,1.9048687466393523e-14,1.904868746639352e-14,1.9903619593572532e-14,2.677643550030047e-14,1.9903619593572536e-14,2.6776435500300476e-14,9.30756496935197e-15
ssbroyden_N128_s0_neighbor_sine_9ca709bd1dfc,20000,4.1573699206156766e-14,4.1573699206156766e-14,4.147113864843797e-14,4.620856657855963e-14,4.147113864843797e-14,4.620856657855963e-14,3.611225729382678e-14
ssbroyden_N128_s0_individual_sine_bcb7b572cff3,20000,4.1780291873883555e-14,4.1780291873883555e-14,4.177149667324369e-14,4.200821027454654e-14,4.177149667324369e-14,4.200821027454654e-14,4.150887758732926e-14
ssbroyden_N512_s0_neighbor_mixed_22a59289d9ad,20000,4.7766216717510116e-14,4.77662167175101e-14,4.348188009069356e-14,7.165191165722091e-14,4.3481880090693575e-14,7.165191165722093e-14,2.443729271460976e-14
ssbroyden_N128_s0_individual_sine_f9ae61d6bb4d,20000,5.403981192664304e-14,5.403981192664304e-14,5.4020114371080174e-14,5.459537272024506e-14,5.4020114371080174e-14,5.459537272024506e-14,5.3374037298777126e-14
ssbroyden_N128_s0_neighbor_sine_5a243c3691e5,20000,8.684834587896436e-14,8.684834587896436e-14,8.68445403253398e-14,8.698153530187554e-14,8.68445403253398e-14,8.698153530187554e-14,8.668711738769922e-14
ssbroyden_N128_s0_individual_mixed_650db06d10b9,20000,1.3328410429469726e-13,1.3328410429469724e-13,1.1897819324010647e-13,1.7417641949250557e-13,1.189781932401065e-13,1.741764194925056e-13,9.569036336141864e-14
ssbroyden_N128_s1_individual_mixed_8e52957de2ef,20000,1.7415125161876175e-13,1.7415125161876172e-13,1.5471912431222534e-13,2.3752763379409646e-13,1.5471912431222537e-13,2.375276337940965e-13,1.1203997207512985e-13
ssbroyden_N128_s0_neighbor_sine_d05e4af2ea40,20000,6.761639126186197e-13,6.761639126186197e-13,6.76160047937928e-13,6.764846579395085e-13,6.76160047937928e-13,6.764846579395085e-13,6.757686747646235e-13
ssbroyden_N128_s0_individual_sine_fe6f08a02ef0,20000,7.418202542692717e-12,7.418202542692717e-12,7.27558336285104e-12,8.226813241930859e-12,7.27558336285104e-12,8.226813241930859e-12,6.5513936166015465e-12
ssbroyden_N128_s0_neighbor_sine_5643bf83a72a,20000,1.1590930411007271e-11,1.1590930411007271e-11,1.1531737754831855e-11,1.2377681686415862e-11,1.1531737754831855e-11,1.2377681686415862e-11,1.0636052572864014e-11
ssbroyden_N128_s0_individual_sine_4956683cfe67,20000,1.808075713414902e-11,1.808075713414902e-11,1.810591765075859e-11,2.004710768808879e-11,1.810591765075859e-11,2.004710768808879e-11,1.5398157343095805e-11
gd_N512_s0_neighbor_sine_dd3c54e0b8cd,20000,9.592636874903015e-11,9.592636874903015e-11,9.592637986566771e-11,9.592671101910606e-11,9.592637986566771e-11,9.592671101910606e-11,9.592592506021511e-11
gd_N512_s0_neighbor_sine_f73698e3a7bd,20000,9.592935479021527e-11,9.592935479021527e-11,9.592936245341216e-11,9.592950365415705e-11,9.592936245341216e-11,9.592950365415705e-11,9.592915682637811e-11
gd_N512_s1_neighbor_sine_f919abe8fef4,20000,1.3703169820082048e-10,1.3703169820082048e-10,1.370316626281509e-10,1.3703231221857e-10,1.370316626281509e-10,1.3703231221857e-10,1.3703098286909629e-10
gd_N512_s1_neighbor_sine_5a1d0151d367,20000,1.3704246619244614e-10,1.3704246619244614e-10,1.3704240259744175e-10,1.370436792155789e-10,1.3704240259744175e-10,1.370436792155789e-10,1.3704104329401133e-10
adam_N1024_s0_neighbor_sine_05fc4117ae18,20000,1.4045101406957612e-10,1.4045101406957612e-10,1.3846823552344287e-10,1.5003203969585687e-10,1.3846823552344287e-10,1.5003203969585687e-10,1.3349622935445402e-10
adam_N1024_s3_individual_mixed_d8625f73ee56,20000,1.496475336348715e-10,1.496475336348715e-10,1.498044099983344e-10,1.5387697191765828e-10,1.4980440999833443e-10,1.538769719176583e-10,1.4479250058555125e-10
adam_N512_s3_neighbor_sine_35a212aa5005,20000,1.9354093324293832e-10,1.9354093324293832e-10,1.9176385778489068e-10,1.99999259595888e-10,1.9176385778489068e-10,1.99999259595888e-10,1.8766980857055365e-10
adam_N1024_s2_neighbor_sine_15bfdaa0823e,20000,2.3957256697251607e-10,2.3957256697251607e-10,2.39611386054615e-10,2.4527854036577985e-10,2.39611386054615e-10,2.4527854036577985e-10,2.325331518918147e-10
adam_N512_s2_neighbor_sine_27cc5a208abe,20000,3.6484967500835627e-10,3.6484967500835627e-10,3.25817732482004e-10,4.3279530238736665e-10,3.25817732482004e-10,4.3279530238736665e-10,3.123096749988289e-10
adam_N512_s2_neighbor_sine_6c952e25ed2a,20000,3.7526624026824515e-10,3.7526624026824515e-10,3.709946019440441e-10,4.4616928507720003e-10,3.709946019440441e-10,4.4616928507720003e-10,3.076995281822826e-10
adam_N512_s4_neighbor_sine_943cafcddeb8,20000,3.955639451228422e-10,3.955639451228422e-10,3.757769556964226e-10,4.396195744197414e-10,3.757769556964226e-10,4.396195744197414e-10,3.6082747322733727e-10
adam_N512_s4_neighbor_sine_1fe4c5d3f6c9,20000,3.972394449563999e-10,3.972394449563999e-10,3.69054012036201e-10,4.5546453250243437e-10,3.69054012036201e-10,4.5546453250243437e-10,3.4815568901192283e-10
gd_N512_s1_neighbor_sine_a425c25f9aab,20000,4.127273710309447e-10,4.127273710309447e-10,4.106343692585617e-10,4.400334238621839e-10,4.106343692585617e-10,4.400334238621839e-10,3.8164754755278074e-10
adam_N512_s0_neighbor_sine_b30114d3f34f,20000,4.4397645682223254e-10,4.4397645682223254e-10,4.368697247729515e-10,4.67731767749425e-10,4.368697247729515e-10,4.67731767749425e-10,4.152799747259892e-10
adam_N512_s0_neighbor_sine_e544873b643c,20000,4.4397645682223254e-10,4.4397645682223254e-10,4.368697247729515e-10,4.67731767749425e-10,4.368697247729515e-10,4.67731767749425e-10,4.152799747259892e-10
adam_N512_s3_neighbor_sine_7ee6a75f11e0,20000,4.580399759009802e-10,4.580399759009802e-10,4.61165690574043e-10,6.401261563037794e-10,4.61165690574043e-10,6.401261563037794e-10,2.839350540834714e-10
adam_N512_s0_neighbor_sine_ca6c2d893144,20000,5.118678962936915e-10,5.118678962936915e-10,5.739628477700871e-10,8.831135469551723e-10,5.739628477700871e-10,8.831135469551723e-10,1.0563670888010864e-10
gd_N512_s1_individual_mixed_9dce3bcfbe61,20000,6.199792592790325e-10,6.199792592790324e-10,6.199683908455106e-10,6.205511199606041e-10,6.199683908455107e-10,6.205511199606042e-10,6.192806143347024e-10
gd_N512_s1_individual_mixed_d3a5f9ef647a,20000,6.251889208246842e-10,6.251889208246841e-10,6.251866280217635e-10,6.25474953387388e-10,6.251866280217636e-10,6.254749533873881e-10,6.248348078518916e-10
gd_N512_s1_individual_mixed_653e4f2d3600,20000,6.276307729245694e-10,6.276307729245692e-10,6.276305036209938e-10,6.27732263071352e-10,6.276305036209939e-10,6.277322630713521e-10,6.275043137513332e-10
gd_N512_s1_individual_mixed_498e1e4c521e,20000,6.284108069952265e-10,6.284108069952264e-10,6.284107745966015e-10,6.284464076839802e-10,6.284107745966016e-10,6.284464076839803e-10,6.283663547333797e-10
adam_N1024_s4_neighbor_sine_6537ec48a4d4,20000,6.390455333570498e-10,6.390455333570498e-10,3.682452942700232e-10,1.1650885424082068e-09,3.682452942700232e-10,1.1650885424082068e-09,3.609518183023186e-10
adam_N512_s2_neighbor_sine_d5144c5a0ef7,20000,1.2562904577064749e-09,1.2562904577064749e-09,8.907187792638688e-10,1.9092318390896815e-09,8.907187792638688e-10,1.9092318390896815e-09,8.501954601031882e-10
adam_N1024_s3_neighbor_sine_e907080a246e,20000,1.2680167213210068e-09,1.2680167213210068e-09,3.1765891182683083e-10,3.252017413623105e-09,3.1765891182683083e-10,3.252017413623105e-09,2.4572909943833295e-10
adam_N1024_s0_individual_mixed_a45e3f1d7c8e,20000,1.6901575209535095e-09,1.690157520953509e-09,1.5133696149979558e-09,2.1000167422940327e-09,1.5133696149979562e-09,2.100016742294033e-09,1.4499306183313604e-09
adam_N1024_s3_neighbor_sine_5f1e110d2027,20000,2.4865978422840644e-09,2.4865978422840644e-09,2.604404361329717e-10,6.92351936118327e-09,2.604404361329717e-10,6.92351936118327e-09,2.4015407263242457e-10
adam_N1024_s1_neighbor_sine_4ef9a0739a9c,20000,2.528154599846693e-09,2.528154599846693e-09,7.945337331173027e-10,5.984657751250399e-09,7.945337331173027e-10,5.984657751250399e-09,3.900084384612784e-10
gd_N512_s1_neighbor_moment9_9b0aa2cc5a1b,20000,2.5291058045619264e-09,2.529258386634226e-09,2.529067418994424e-09,2.5322343525517734e-09,2.528914848442592e-09,2.5320815909489652e-09,2.5256643275560976e-09
gd_N512_s1_neighbor_moment9_ab7474e9bb10,20000,2.610790427107617e-09,2.610947937249339e-09,2.60946413986641e-09,2.6261369489877477e-09,2.6093067192374402e-09,2.6259785225415076e-09,2.5939578664971464e-09
adam_N512_s1_neighbor_sine_4221b4a7c7e1,20000,2.8229783623881964e-09,2.8229783623881964e-09,1.434194683891721e-09,5.164866053939595e-09,1.434194683891721e-09,5.164866053939595e-09,1.362746017153797e-09
adam_N512_s1_neighbor_sine_cda3d242c2ef,20000,2.8229783623881964e-09,2.8229783623881964e-09,1.434194683891721e-09,5.164866053939595e-09,1.434194683891721e-09,5.164866053939595e-09,1.362746017153797e-09
adam_N512_s0_neighbor_sine_be5361c5bc4d,20000,2.9191526440227757e-09,2.9191526440227757e-09,4.927429720221987e-10,7.885333446331512e-09,4.927429720221987e-10,7.885333446331512e-09,9.675754454055557e-11
adam_N128_s0_neighbor_sine_3b86d9110c3b,20000,3.2826025888303534e-09,3.2826025888303534e-09,3.2739459899631226e-09,3.377813063692753e-09,3.2739459899631226e-09,3.377813063692753e-09,3.130194553169282e-09
adam_N512_s3_neighbor_sine_21009f7c0cb0,20000,3.312920901001775e-09,3.312920901001775e-09,8.96356325413584e-10,7.478975182189763e-09,8.96356325413584e-10,7.478975182189763e-09,5.589010156983353e-10
adam_N512_s0_neighbor_sine_35499f27ff58,20000,3.3397787764612897e-09,3.3397787764612897e-09,1.486995221524791e-09,7.61534115499955e-09,1.486995221524791e-09,7.61534115499955e-09,5.178338289169375e-10
adam_N512_s0_neighbor_sine_b317b09317ea,20000,3.3397787764612897e-09,3.3397787764612897e-09,1.486995221524791e-09,7.61534115499955e-09,1.486995221524791e-09,7.61534115499955e-09,5.178338289169375e-10
adam_N1024_s4_neighbor_sine_d2cb529e4ba0,20000,3.45526698106651e-09,3.45526698106651e-09,4.0666237653822745e-10,9.08378226787339e-09,4.0666237653822745e-10,9.08378226787339e-09,3.570023413301797e-10
gd_N512_s0_neighbor_moment9_31ba01a5bcba,20000,3.491296694407297e-09,3.4915073258817427e-09,3.4915006290911633e-09,3.4916300833716525e-09,3.491289998020714e-09,3.4914194444916403e-09,3.491153007860895e-09
gd_N512_s1_neighbor_moment9_f38ec62b352e,20000,3.4916937686285122e-09,3.4919044240586214e-09,3.471631186131624e-09,3.6843010467811024e-09,3.471421753721145e-09,3.684078784677847e-09,3.280633155138373e-09
gd_N512_s0_neighbor_moment9_dc0dd47c9f9f,20000,3.495241228444583e-09,3.495452097894513e-09,3.495331249465914e-09,3.496403491850915e-09,3.495120387306384e-09,3.4961925650064303e-09,3.4942260986347994e-09
gd_N512_s0_neighbor_moment9_e4a927e8431b,20000,3.594927107518295e-09,3.59514399106142e-09,3.5925008762036855e-09,3.6193530464863176e-09,3.592284152111231e-09,3.619134702488277e-09,3.5685007379566656e-09
adam_N1024_s4_individual_mixed_849896c045c4,20000,3.6046840371496996e-09,3.6046840371496984e-09,4.735315448004678e-10,8.616723877471547e-09,4.735315448004679e-10,8.616723877471547e-09,4.320878606455038e-10
adam_N1024_s4_individual_mixed_9eaba97d4571,20000,3.919378630149459e-09,3.919378630149458e-09,6.16418365238575e-10,1.0004160300966621e-08,6.164183652385751e-10,1.0004160300966625e-08,5.450525789523552e-10
adam_N512_s2_neighbor_sine_da2fa61f190a,20000,4.011399997519594e-09,4.011399997519594e-09,1.1511176884566225e-09,9.620299985919069e-09,1.1511176884566225e-09,9.620299985919069e-09,8.558561612080773e-10
adam_N128_s1_neighbor_sine_4775de3709d8,20000,4.5025845578136264e-09,4.5025845578136264e-09,3.394751468612909e-09,6.914476934463939e-09,3.394751468612909e-09,6.914476934463939e-09,3.2160018955639762e-09
adam_N1024_s2_individual_mixed_aa629734e44c,20000,4.57972860455332e-09,4.579728604553319e-09,8.551385809073589e-10,1.163308968987425e-08,8.551385809073591e-10,1.1633089689874253e-08,8.304593133393342e-10
gd_N512_s0_neighbor_moment9_a468b7a58075,20000,4.671108411128028e-09,4.671390221165401e-09,4.653871944007359e-09,4.878137177857119e-09,4.65359119079164e-09,4.87784289543683e-09,4.438291669062588e-09
adam_N1024_s1_neighbor_sine_44a846536d26,20000,4.885190914872168e-09,4.885190914872168e-09,3.712565628861754e-09,1.0419426796984774e-08,3.712565628861754e-09,1.0419426796984774e-08,7.456099539838149e-10
adam_N512_s1_individual_mixed_2f269a638cc2,20000,5.121741936409852e-09,5.12174193640985e-09,2.841587749018273e-09,9.591610090651571e-09,2.841587749018274e-09,9.591610090651573e-09,2.5535083970701495e-09
adam_N512_s1_individual_mixed_88d5659581d9,20000,5.121741936409852e-09,5.12174193640985e-09,2.841587749018273e-09,9.591610090651571e-09,2.841587749018274e-09,9.591610090651573e-09,2.5535083970701495e-09
adam_N128_s0_neighbor_sine_9c3e1d0331f2,20000,5.558208091309627e-09,5.558208091309627e-09,3.910929514517548e-09,8.876509279566476e-09,3.910929514517548e-09,8.876509279566476e-09,3.843212127769627e-09
adam_N1024_s0_neighbor_sine_86d6d8f3cce4,20000,5.569501601168194e-09,5.569501601168194e-09,1.4199598788417467e-10,1.6130305946151215e-08,1.4199598788417467e-10,1.6130305946151215e-08,1.387810999728454e-10
adam_N512_s4_neighbor_sine_f11992588596,20000,5.6845922834021835e-09,5.6845922834021835e-09,2.3543360355387463e-10,1.658325165985829e-08,2.3543360355387463e-10,1.658325165985829e-08,2.29065035424935e-10
adam_N1024_s1_individual_mixed_2e9e3c38f58f,20000,5.885811404734513e-09,5.885811404734512e-09,4.4477777397133753e-10,1.6781160221285804e-08,4.4477777397133763e-10,1.6781160221285807e-08,4.279074428946546e-10
gd_N512_s0_neighbor_sine_e1d079c4e8f9,20000,6.768415949544374e-09,6.768415949544374e-09,6.762591735660265e-09,7.008744185791747e-09,6.762591735660265e-09,7.008744185791747e-09,6.47659503868444e-09
adam_N1024_s1_individual_mixed_ebe2645ccf59,20000,8.409223798732914e-09,8.409223798732913e-09,1.0529208171116955e-09,2.234729588199419e-08,1.0529208171116957e-09,2.2347295881994192e-08,5.420140391236408e-10
adam_N512_s0_neighbor_sine_131006ac1c81,20000,8.617356531230027e-09,8.617356531230027e-09,4.730068582961586e-10,2.490470707087886e-08,4.730068582961586e-10,2.490470707087886e-08,4.2312457324817197e-10
adam_N512_s2_neighbor_moment9_5ddb81af9910,20000,9.414187857232052e-09,9.414755819351184e-09,9.667357393131285e-09,1.615722831088067e-08,9.666774192366788e-09,1.615625359695215e-08,2.0513479916257018e-09
adam_N1024_s0_individual_sine_361b11db3fd6,20000,9.430925989024034e-09,9.430925989024034e-09,5.84691338526277e-09,1.8600496040240762e-08,5.84691338526277e-09,1.8600496040240762e-08,3.53720260878e-09
adam_N1024_s2_neighbor_sine_bba7ecf84e8c,20000,9.488680819975373e-09,9.488680819975373e-09,3.9119339949280265e-10,2.7668439680199033e-08,3.9119339949280265e-10,2.7668439680199033e-08,2.420577016863196e-10
adam_N512_s1_neighbor_sine_56ec1f88789b,20000,9.590619565415813e-09,9.590619565415813e-09,1.3378310452699882e-09,2.7399807986202544e-08,1.3378310452699882e-09,2.7399807986202544e-08,1.5095442539466113e-10
gd_N512_s1_neighbor_moment9_3068ebec1e48,20000,1.036720622182073e-08,1.0367831679959505e-08,1.0296871794291426e-08,1.144654032525211e-08,1.0296250616935695e-08,1.1445849792069456e-08,9.123140537157168e-09
adam_N512_s4_neighbor_moment9_5c50d7e8793b,20000,1.2625014391414262e-08,1.262577606411897e-08,6.5254890735862066e-09,2.7310786247406158e-08,6.525095411692715e-09,2.7309138674985813e-08,2.0736635803395885e-09
adam_N512_s1_neighbor_sine_b0035a8ae080,20000,1.37549371543238e-08,1.37549371543238e-08,1.6955592707266229e-09,3.809362660611744e-08,1.6955592707266229e-09,3.809362660611744e-08,1.3566450090099723e-09
adam_N512_s1_neighbor_sine_e8489e8d50af,20000,1.37549371543238e-08,1.37549371543238e-08,1.6955592707266229e-09,3.809362660611744e-08,1.6955592707266229e-09,3.809362660611744e-08,1.3566450090099723e-09
adam_N512_s1_neighbor_sine_8c9f1c9e45db,20000,1.4376964852188773e-08,1.4376964852188773e-08,2.2593846306945453e-10,4.2161588320626e-08,2.2593846306945453e-10,4.2161588320626e-08,1.299482999865103e-10
adam_N1024_s2_individual_mixed_fe3f826c511d,20000,1.665211950464103e-08,1.665211950464103e-08,9.62853130277995e-10,4.769253181338971e-08,9.628531302779953e-10,4.7692531813389713e-08,9.38013087100923e-10
adam_N512_s3_neighbor_moment9_dd6f0013cfc6,20000,1.7154615753672122e-08,1.715565069923133e-08,1.73511388905847e-08,2.5459513894776285e-08,1.7350092151847897e-08,2.5457978003698363e-08,5.255521361281852e-09
adam_N512_s1_neighbor_sine_2bb246c8e492,20000,1.899243335346635e-08,1.899243335346635e-08,1.6846453518099923e-09,5.028257386011901e-08,1.6846453518099923e-09,5.028257386011901e-08,1.5004316625334996e-09
adam_N512_s0_individual_sine_8af1c18ce53f,20000,2.0168980470028476e-08,2.0168980470028476e-08,1.3320297803613749e-08,3.54446525081102e-08,1.3320297803613749e-08,3.54446525081102e-08,9.996449837097936e-09
adam_N1024_s0_individual_sine_28a83705e8a6,20000,2.2139609393772193e-08,2.2139609393772193e-08,2.2607400280754633e-08,3.1815417158742625e-08,2.2607400280754633e-08,3.1815417158742625e-08,1.1795424745594401e-08
adam_N512_s1_neighbor_sine_de3226811e9b,20000,2.2775115145453405e-08,2.2775115145453405e-08,1.4297405250380816e-09,6.552740258172042e-08,1.4297405250380816e-09,6.552740258172042e-08,1.3708411298833204e-09
adam_N512_s0_neighbor_sine_0fa0c0088bed,20000,2.3201102623414638e-08,2.3201102623414638e-08,4.688519268076182e-10,6.868060023339302e-08,4.688519268076182e-10,6.868060023339302e-08,4.525814868080279e-10
ssbroyden_N128_s0_neighbor_mixed_2c25ab9947e6,20000,2.360569293698015e-08,2.3605692936980144e-08,2.3287326834592207e-08,2.939427649780051e-08,2.3287326834592214e-08,2.9394276497800516e-08,1.6630326116589865e-08
adam_N512_s3_neighbor_sine_8fdd2647de30,20000,2.4162066817795623e-08,2.4162066817795623e-08,1.164621520477872e-09,7.073960127437984e-08,1.164621520477872e-09,7.073960127437984e-08,5.0374413066279e-10
adam_N128_s1_neighbor_sine_b635ca36bdf8,20000,2.5140964308356754e-08,2.5140964308356754e-08,3.197743458735019e-09,6.906479068209599e-08,3.197743458735019e-09,6.906479068209599e-08,3.1458652399638596e-09
adam_N1024_s1_neighbor_sine_c14ebb2c9847,20000,2.5460303202890118e-08,2.5460303202890118e-08,2.8571145611650225e-08,3.6635426275493185e-08,2.8571145611650225e-08,3.6635426275493185e-08,1.259633228719994e-08
adam_N1024_s3_individual_mixed_302ad065471a,20000,2.675613712227463e-08,2.6756137122274624e-08,1.927885216300875e-10,7.912078602340601e-08,1.9278852163008754e-10,7.912078602340602e-08,1.8908209533161853e-10
adam_N128_s0_individual_sine_5bf50cf4431a,20000,2.6798728143544195e-08,2.6798728143544195e-08,2.797577606341234e-08,2.8935857889925663e-08,2.797577606341234e-08,2.8935857889925663e-08,2.4063478354969246e-08
gd_N512_s0_individual_mixed_369c48512d67,20000,2.6911404083473937e-08,2.691140408347393e-08,2.691140408365476e-08,2.691140596852859e-08,2.6911404083654766e-08,2.6911405968528596e-08,2.6911401726900098e-08
gd_N512_s0_individual_mixed_ee5a1e2f1a58,20000,2.6911418179625244e-08,2.6911418179625234e-08,2.6911418179814126e-08,2.6911418802578838e-08,2.6911418179814132e-08,2.6911418802578844e-08,2.6911417400655907e-08
gd_N512_s0_individual_mixed_6a54ad9b21e7,20000,2.6911423069808602e-08,2.6911423069808595e-08,2.6911423069832163e-08,2.6911423255371978e-08,2.691142306983217e-08,2.6911423255371984e-08,2.691142283782148e-08
gd_N512_s0_individual_mixed_e37b64680207,20000,2.691142445980549e-08,2.6911424459805487e-08,2.6911424459806784e-08,2.691142452151242e-08,2.691142445980679e-08,2.6911424521512427e-08,2.691142438266328e-08
adam_N1024_s1_individual_sine_8263131a7f7e,20000,3.3058257093759715e-08,3.3058257093759715e-08,2.7957322422578944e-08,5.4019029759724564e-08,2.7957322422578944e-08,5.4019029759724564e-08,1.3422402077498653e-08
adam_N512_s4_neighbor_moment9_be32af593116,20000,3.602866769910145e-08,3.6030841324566143e-08,3.095628387018028e-08,5.909782568150848e-08,3.095441637654319e-08,5.909426049862384e-08,1.497834429825705e-08
adam_N128_s0_neighbor_moment9_412f7db3e049,20000,3.7052904084672176e-08,3.705513950277122e-08,3.7131351777237405e-08,3.8998194141704336e-08,3.712911176149549e-08,3.899584150533096e-08,3.4789853880792026e-08
