id,horizon,mean_relative_mse,mean_mse,median_mse,q90_mse,median_relative_mse,q90_relative_mse,best_relative_mse
adam_N128_s0_neighbor_sine_e34644d01afb,20000,0.006283489215681466,0.006283489215681466,0.001532971740748121,0.016901942103710696,0.001532971740748121,0.016901942103710696,1.217847518278024e-05
gd_N512_s1_neighbor_moment9_907854876f41,20000,0.006359715163840427,0.006360098848270384,0.0063174110604769206,0.007012400137947349,0.006317029951264724,0.007011977102266024,0.005606933594914307
adam_N128_s0_neighbor_moment9_67f31b31d1ec,20000,0.006372715035908055,0.006373099504626049,0.001470617924355079,0.017686221838585793,0.0014705292066773425,0.017685154885366015,7.873293215399804e-05
gd_N128_s0_neighbor_sine_3bb61216654e,20000,0.006563274936181919,0.006563274936181919,0.006582274404042314,0.007019760999465206,0.006582274404042314,0.007019760999465206,0.0059757219224672534
gd_N512_s1_collective_mixed_8dd958697fc2,20000,0.006716577528922034,0.006716577528922031,0.006711713240352018,0.006877546574610893,0.00671171324035202,0.0068775465746108945,0.006522534670055068
gd_N128_s0_neighbor_sine_2c277896baaf,20000,0.006826575384744818,0.006826575384744818,0.006932278142186267,0.007272089544254345,0.006932278142186267,0.007272089544254345,0.0060265241552406945
gd_N128_s0_neighbor_sine_3ae4e4f44ddb,20000,0.00692319152282069,0.00692319152282069,0.006985927575324836,0.0073248039187898285,0.006985927575324836,0.0073248039187898285,0.006482432483144129
gd_N128_s0_neighbor_sine_ee9bfde77975,20000,0.00692319152282069,0.00692319152282069,0.006985927575324836,0.0073248039187898285,0.006985927575324836,0.0073248039187898285,0.006482432483144129
gd_N128_s0_neighbor_sine_5a509fc2fa45,20000,0.006954104678593394,0.006954104678593394,0.006954387957465196,0.0070897630533300745,0.006954387957465196,0.0070897630533300745,0.00671238864351431
gd_N128_s0_neighbor_sine_de4f0e7a741b,20000,0.006963728968470781,0.006963728968470781,0.006954387957465196,0.0070897630533300745,0.006954387957465196,0.0070897630533300745,0.006760510092901244
gd_N128_s0_neighbor_sine_16c58b63b739,20000,0.007000153507370261,0.007000153507370261,0.007128439087089655,0.007433968171185629,0.007128439087089655,0.007433968171185629,0.0059757219224672534
adam_N128_s1_neighbor_mixed_7a451d2e82a9,20000,0.007001610984081963,0.00700161098408196,0.0011612401879026063,0.018551420859664138,0.0011612401879026065,0.018551420859664144,0.0003705628894372342
adam_N128_s0_individual_mixed_83a934d8d252,20000,0.007049191156448339,0.0070491911564483384,4.2598546912991955e-06,0.021141212009887965,4.259854691299196e-06,0.02114121200988797,1.4265971820766376e-06
gd_N1024_s1_collective_moment9_b652737e4da1,20000,0.007071872721051596,0.0070722993702621055,0.006943335578342192,0.008374225836481368,0.006942916709104944,0.008373720646209474,0.005631675555828824
gd_N512_s0_collective_mixed_e4a17f7f4e2d,20000,0.007084900982610008,0.007084900982610007,0.0070816214357401226,0.007225835415383466,0.007081621435740124,0.007225835415383468,0.006913560222189362
gd_N128_s0_neighbor_sine_c5e85d779a50,20000,0.007098101760108347,0.007098101760108347,0.007184282270736517,0.0073682892237681395,0.007184282270736517,0.0073682892237681395,0.006758985057909997
gd_N128_s1_individual_sine_907c5006b0c1,20000,0.007161776659381326,0.007161776659381326,0.007019654092797854,0.008299254054395595,0.007019654092797854,0.008299254054395595,0.005944267161133863
gd_N512_s1_neighbor_moment9_10c1e636e33d,20000,0.007270640448424462,0.007271079089379917,0.00722474662894325,0.008006864680143574,0.007224310783077005,0.00800638165159577,0.006418362149102682
adam_N128_s0_neighbor_mixed_3f3f642150a9,20000,0.007278459249552807,0.007278459249552806,0.0018887498621544976,0.019852353647499217,0.001888749862154498,0.019852353647499217,0.00013586012731246262
adam_N128_s1_neighbor_moment9_ca8f9c6078ba,20000,0.00736141487508558,0.007361858992502362,0.0069543934108999075,0.008761868399809638,0.006953973874578975,0.008761339824301212,0.0062119417299819285
adam_N128_s0_neighbor_mixed_fd0d03ba257b,20000,0.007493541118376146,0.007493541118376146,0.007102501727206237,0.008681056054422945,0.007102501727206239,0.008681056054422947,0.006417245391677538
adam_N128_s0_neighbor_moment9_71a8b82af1fe,20000,0.007572306239839966,0.007572763080426101,0.0024090775460825506,0.02026900402901908,0.002408932214136138,0.020267781264807036,1.1133454215662624e-05
adam_N128_s1_neighbor_sine_e738b2314abc,20000,0.007863350968582825,0.007863350968582825,0.007821448470556104,0.008720564341083935,0.007821448470556104,0.008720564341083935,0.006885233215499138
adam_N128_s1_physical_moment9_9241765c54d8,20000,0.00817462422180637,0.00817511740050288,0.0014417745908124014,0.021726830307649974,0.0014416876131607638,0.021725519597439288,0.0009489741926035757
adam_N128_s1_neighbor_mixed_0db242c3822c,20000,0.008300962523476247,0.008300962523476245,0.008179483285706595,0.009875354745602917,0.008179483285706597,0.009875354745602919,0.006842706905848036
gd_N128_s1_individual_mixed_1a95f6997aa9,20000,0.008407329456643164,0.008407329456643162,0.008398188380282869,0.008673196936556965,0.00839818838028287,0.008673196936556967,0.008088396083843274
adam_N128_s0_neighbor_mixed_32b2f2d30507,20000,0.008462508774009902,0.008462508774009902,0.008962094347521706,0.008990624114986323,0.008962094347521708,0.008990624114986325,0.0071722527104042064
gd_N128_s0_neighbor_mixed_db6f5f673532,20000,0.008552640910265506,0.008552640910265506,0.008552488497143719,0.008640931902654124,0.00855248849714372,0.008640931902654126,0.008442864241768952
gd_N128_s0_neighbor_mixed_685cccab1eac,20000,0.008665663516645663,0.00866566351664566,0.008664795044261932,0.008762714744931833,0.008664795044261934,0.008762714744931835,0.008545616961585413
gd_N128_s1_individual_sine_91ce0e647920,20000,0.008687188375360014,0.008687188375360014,0.008498739234595624,0.010245776725299235,0.008498739234595624,0.010245776725299235,0.00701098820031024
gd_N128_s1_individual_sine_b241bde5d942,20000,0.00873276912390564,0.00873276912390564,0.008527184069169531,0.010319181186409006,0.008527184069169531,0.010319181186409006,0.00704566970851483
gd_N128_s1_neighbor_mixed_74b04e4deba4,20000,0.008739439249277921,0.00873943924927792,0.008739355164004203,0.008788042224904796,0.008739355164004205,0.008788042224904797,0.008678795012243466
gd_N128_s1_neighbor_mixed_eb2f01c40c3c,20000,0.008740378491166049,0.008740378491166049,0.008740264893175722,0.008790487521902052,0.008740264893175724,0.008790487521902054,0.008677895097702832
gd_N128_s0_neighbor_sine_99ce1315f13a,20000,0.008757544835637055,0.008757544835637055,0.008544092170746522,0.010154562866820689,0.008544092170746522,0.010154562866820689,0.0074086218387507015
gd_N1024_s0_neighbor_moment9_bec595326b6d,20000,0.008805697830324938,0.008806229081971494,0.008775125659982173,0.009368297337040041,0.008774596284705626,0.009367732177612617,0.008148434741774188
gd_N128_s1_individual_mixed_b3ca31d00ec5,20000,0.008818949823360251,0.008818949823360251,0.008808624855627679,0.009098085555580657,0.00880862485562768,0.009098085555580658,0.008485145992132412
adam_N128_s1_neighbor_mixed_4182682dff20,20000,0.008825122849114651,0.00882512284911465,0.00896230541981731,0.008984538738258788,0.008962305419817311,0.00898453873825879,0.008371786684445636
adam_N128_s1_neighbor_mixed_d44a3ec07228,20000,0.008825122849114651,0.00882512284911465,0.00896230541981731,0.008984538738258788,0.008962305419817311,0.00898453873825879,0.008371786684445636
gd_N128_s0_individual_mixed_8d0aa3a94bae,20000,0.008876622077974093,0.008876622077974093,0.008862364707983243,0.009187089601745132,0.008862364707983244,0.009187089601745134,0.00850933600205383
gd_N1024_s1_neighbor_moment9_7188515b67da,20000,0.008948268872870238,0.008948808725890876,0.00887776285320024,0.010091081929949786,0.008877227286149963,0.01009047316723865,0.007624500625771716
gd_N128_s0_individual_mixed_bcf0e78d9171,20000,0.008994314999389467,0.008994314999389463,0.008979714280762538,0.009323468179192307,0.00897971428076254,0.009323468179192308,0.008604219823616628
adam_N128_s0_collective_mixed_3da39368aa75,20000,0.008999326900102588,0.008999326900102588,0.009006132817628245,0.00901355756098612,0.009006132817628246,0.009013557560986122,0.008980408903986567
gd_N128_s0_individual_sine_85e0ea9773fb,20000,0.009057158239368543,0.009057158239368543,0.008898764780460864,0.010456506569149546,0.008898764780460864,0.010456506569149546,0.00753626907297279
adam_N128_s0_neighbor_mixed_f7085baca4a7,20000,0.009126829096129593,0.009126829096129592,0.00927131195065924,0.009359838453444007,0.009271311950659241,0.009359838453444009,0.008651669997996814
adam_N128_s1_neighbor_mixed_25a5c118fe6f,20000,0.009142241394541305,0.009142241394541303,1.0142002705817079e-05,0.0274066122480216,1.014200270581708e-05,0.027406612248021604,9.477413181499424e-06
adam_N128_s0_neighbor_mixed_44a3c4eb0b21,20000,0.009263691908830458,0.009263691908830456,0.009466670965852696,0.00955284555195117,0.009466670965852698,0.009552845551951171,0.008795484737572466
gd_N128_s0_neighbor_mixed_93421494ccc3,20000,0.009266935260900352,0.00926693526090035,0.00926604996326422,0.009312746041036522,0.009266049963264222,0.009312746041036523,0.009210977175576725
gd_N128_s1_collective_mixed_474af292eeb6,20000,0.009270087123820525,0.009270087123820523,0.009264195513832722,0.009368310557875936,0.009264195513832724,0.009368310557875938,0.009155819175018882
gd_N128_s0_collective_mixed_f9bee0a64c65,20000,0.009305564885764232,0.009305564885764232,0.009303770193074285,0.009356077007297084,0.009303770193074287,0.009356077007297086,0.009245186447730388
gd_N128_s0_neighbor_mixed_3ca245777ae2,20000,0.009317663459594902,0.0093176634595949,0.00931689148998454,0.009362197609033536,0.009316891489984542,0.009362197609033538,0.009263135465754854
adam_N128_s0_neighbor_moment9_bb1a49f8b248,20000,0.009582026558644718,0.009582604646546972,0.007766887477662892,0.014657083041964683,0.007766418926172496,0.014656198827004197,0.006377975933545145
adam_N128_s0_neighbor_moment9_c30446ed255c,20000,0.009582026558644718,0.009582604646546972,0.007766887477662892,0.014657083041964683,0.007766418926172496,0.014656198827004197,0.006377975933545145
adam_N128_s0_neighbor_moment9_f8e792a8f422,20000,0.009582026558644718,0.009582604646546972,0.007766887477662892,0.014657083041964683,0.007766418926172496,0.014656198827004197,0.006377975933545145
adam_N128_s0_neighbor_sine_342727bf7ec7,20000,0.00970678479139203,0.00970678479139203,0.009542347425845664,0.01030966545732964,0.009542347425845664,0.01030966545732964,0.009139021181251684
gd_N128_s0_physical_sine_3d47b36adcdf,20000,0.009714803338801542,0.009714803338801542,0.009663124452028873,0.010535174540377862,0.009663124452028873,0.010535174540377862,0.00876507053869233
adam_N128_s0_neighbor_mixed_401c3e384155,20000,0.00975221368673361,0.009752213686733607,0.009752782113500533,0.009755645111710936,0.009752782113500535,0.009755645111710938,0.009747558703233348
adam_N128_s0_neighbor_mixed_269e25f9b142,20000,0.009763804593014036,0.009763804593014036,0.009763392185745111,0.00976951874279691,0.009763392185745113,0.009769518742796912,0.00975725788175036
gd_N128_s0_neighbor_mixed_3c36c1f3e66c,20000,0.009785999167956715,0.009785999167956713,0.009785347684159671,0.009793266635766143,0.009785347684159673,0.009793266635766145,0.009777864195474993
gd_N128_s0_individual_sine_722aa8e9ae27,20000,0.009786000359886356,0.009786000359886356,0.009585788327375375,0.011522061420340138,0.009585788327375375,0.011522061420340138,0.00790508690770934
adam_N128_s0_neighbor_mixed_660b706b22e6,20000,0.009803755391976443,0.009803755391976442,0.009778347481873565,0.009855770428370159,0.009778347481873567,0.00985577042837016,0.009776594438966982
gd_N128_s1_neighbor_sine_510fc64db306,20000,0.009805151275796098,0.009805151275796098,0.008621226822588101,0.012027575916983325,0.008621226822588101,0.012027575916983325,0.008142436417141618
gd_N128_s0_neighbor_mixed_7c37b227a2f2,20000,0.009808664151291151,0.009808664151291151,0.009805794636914875,0.009857620410509246,0.009805794636914876,0.009857620410509247,0.009751667706763518
gd_N128_s0_neighbor_mixed_06d6cc55803d,20000,0.009837962768980598,0.009837962768980597,0.009835413135523104,0.009882662307357997,0.009835413135523106,0.009882662307357999,0.009785816500958935
adam_N128_s0_neighbor_mixed_534c0de0259a,20000,0.00988245973369807,0.009882459733698067,0.008231764592426414,0.01338669859249886,0.008231764592426416,0.013386698592498863,0.007705586924495858
adam_N128_s0_neighbor_mixed_fe20c10d66b7,20000,0.00988245973369807,0.009882459733698067,0.008231764592426414,0.01338669859249886,0.008231764592426416,0.013386698592498863,0.007705586924495858
adam_N128_s1_neighbor_mixed_01558fcecc9a,20000,0.009882741787540849,0.009882741787540847,0.008163563340498798,0.013704152105068717,0.0081635633404988,0.01370415210506872,0.007492589178852071
adam_N128_s0_neighbor_mixed_782fe8fce8a6,20000,0.009902738329649188,0.009902738329649186,0.009716905033979525,0.010339885256301133,0.009716905033979527,0.010339885256301135,0.009632466568709244
adam_N128_s0_neighbor_mixed_5e466488abd5,20000,0.009908555434956789,0.009908555434956787,0.00910974704553786,0.0120995876796632,0.009109747045537861,0.012099587679663203,0.007941682419369536
adam_N128_s0_neighbor_mixed_746ee64bca1a,20000,0.009919570344333137,0.009919570344333137,0.009761470036001845,0.01022233398493152,0.009761470036001847,0.010222333984931522,0.009744370261274784
adam_N128_s1_neighbor_mixed_04f8751ca62a,20000,0.009935654975127332,0.00993565497512733,6.203597055647829e-06,0.029666365412913856,6.2035970556478305e-06,0.029666365412913863,4.430584766805471e-06
adam_N128_s0_physical_mixed_e9545f653934,20000,0.009958811541534145,0.009958811541534144,0.009956075919431987,0.009969841634055662,0.009956075919431989,0.009969841634055664,0.009949105843208997
adam_N128_s0_neighbor_mixed_d7ad5201b708,20000,0.009965898174804524,0.009965898174804522,0.010114568061858608,0.01112805889339507,0.01011456806185861,0.011128058893395071,0.00865417053138404
gd_N128_s1_neighbor_mixed_9cbddd90edf9,20000,0.009996545596304583,0.009996545596304581,0.009995014963746073,0.010013256713937498,0.009995014963746074,0.0100132567139375,0.009977860625044225
gd_N128_s1_neighbor_mixed_0d9502f65cdb,20000,0.010008920141787845,0.010008920141787845,0.010001452481514284,0.01006168865625385,0.010001452481514286,0.010061688656253853,0.00995370235498576
gd_N128_s0_neighbor_mixed_26aa53cdd7a4,20000,0.010039505473443785,0.010039505473443783,0.010039800384248471,0.010072952663884598,0.010039800384248473,0.0100729526638846,0.009996475235605753
gd_N128_s0_neighbor_mixed_609a42d372b3,20000,0.010039505473443785,0.010039505473443783,0.010039800384248471,0.010072952663884598,0.010039800384248473,0.0100729526638846,0.009996475235605753
gd_N128_s0_neighbor_mixed_84fd85cf8b29,20000,0.010055622558410793,0.01005562255841079,0.010052659973088655,0.010091296230588685,0.010052659973088657,0.010091296230588687,0.010016303912807547
gd_N128_s0_neighbor_mixed_1295a31edd2c,20000,0.01006896923970792,0.01006896923970792,0.010066839094209936,0.010123859215372405,0.010066839094209938,0.010123859215372406,0.01000348602744447
adam_N128_s0_neighbor_mixed_62760562867c,20000,0.010096749508940628,0.010096749508940624,0.010096376062922532,0.010098953066168814,0.010096376062922534,0.010098953066168816,0.010094498276823363
adam_N128_s0_physical_mixed_7817fc2a6474,20000,0.010244122488703137,0.010244122488703133,0.010243161124666233,0.010259835291227135,0.010243161124666235,0.010259835291227136,0.01022610974502725
adam_N128_s1_individual_moment9_4ff5a56a52eb,20000,0.01026957069771614,0.010270190265460541,0.010235794590437088,0.011652626071380349,0.010235177097673798,0.011651923105703494,0.008581708669876637
adam_N128_s1_individual_moment9_73ea7601c33e,20000,0.010269570697716144,0.010270190265460541,0.010235794590437094,0.011652626071380352,0.010235177097673805,0.0116519231057035,0.008581708669876637
adam_N128_s0_individual_mixed_3f9ddfbd07f7,20000,0.01026999986760596,0.010269999867605958,0.010188370451704593,0.0108483096363555,0.010188370451704594,0.010848309636355502,0.009625115078917794
adam_N128_s0_physical_mixed_f9430ab1ca6d,20000,0.010291166703577317,0.010291166703577315,0.010260182129158867,0.01047590833556506,0.010260182129158869,0.010475908335565061,0.01010847729130872
gd_N512_s0_collective_moment9_781e4a997948,20000,0.01041003374394624,0.010410661785888372,0.010296656896158886,0.011710973403420394,0.010296035731767272,0.011710266917835539,0.008950236913584993
gd_N128_s0_neighbor_mixed_527891bbc414,20000,0.010451847923001915,0.010451847923001915,0.010445622335151358,0.010524373996920772,0.01044562233515136,0.010524373996920773,0.010370215714029692
adam_N128_s0_neighbor_mixed_941312a5a759,20000,0.010465677334511068,0.010465677334511068,0.010453081408888626,0.010547346231287535,0.010453081408888627,0.010547346231287537,0.01039267672683173
adam_N128_s0_physical_mixed_e30fa16d5c86,20000,0.01051044099949561,0.01051044099949561,0.01050479780166327,0.010546515900878333,0.010504797801663272,0.010546515900878335,0.01046588760971255
adam_N128_s0_physical_mixed_f88168dcaa0e,20000,0.010608233850756101,0.0106082338507561,0.00982817313041449,0.012386911459395918,0.009828173130414493,0.012386911459395921,0.009467736591599024
gd_N128_s1_individual_sine_53b16700b384,20000,0.01062677310130324,0.01062677310130324,0.010357210461635517,0.012829074627578787,0.010357210461635517,0.012829074627578787,0.008263514238016367
adam_N128_s0_neighbor_mixed_71537086476d,20000,0.010715983008268436,0.010715983008268435,0.0012348361536091987,0.030343757568457055,0.001234836153609199,0.03034375756845706,0.0005755818578415381
gd_N128_s1_individual_sine_61d7205846a1,20000,0.010837151809719503,0.010837151809719503,0.010589578176151363,0.012887792534076556,0.010589578176151363,0.012887792534076556,0.008631632998795562
gd_N128_s0_individual_sine_57b2b7b18456,20000,0.010915941286753187,0.010915941286753187,0.010692359535094453,0.012791587357791767,0.010692359535094453,0.012791587357791767,0.00889373760582094
gd_N512_s1_neighbor_moment9_187158faf99c,20000,0.010920924466339615,0.010921583330545093,0.010746690598472905,0.013054140026938476,0.010746042284986811,0.013053352512405397,0.008511795831059779
adam_N128_s1_neighbor_mixed_c778a6e0b6c4,20000,0.01098709324574358,0.010987093245743578,0.000669553352287513,0.028989465344711224,0.0006695533522875131,0.02898946534471123,0.00023678337314698208
adam_N128_s0_physical_mixed_e2b2bfe664ae,20000,0.011193084286610056,0.011193084286610052,0.01012724488956224,0.013192111811149194,0.010127244889562242,0.013192111811149198,0.010032395371101399
gd_N512_s1_collective_moment9_4a9cc46e1cd4,20000,0.011565836778934899,0.011566534550985563,0.011447954552346241,0.013059151730979972,0.011447263933847786,0.01305836391410681,0.009871323599654761
gd_N128_s0_individual_sine_ed04ae3aaede,20000,0.011859431937734692,0.011859431937734692,0.011553867817232812,0.014382547139132392,0.011553867817232812,0.014382547139132392,0.009147326126270956
gd_N128_s0_physical_sine_983276d6324c,20000,0.01190099201892805,0.01190099201892805,0.008501609639471656,0.019348079457742837,0.008501609639471656,0.019348079457742837,0.006402815378513492
adam_N128_s0_neighbor_mixed_fdf2d6637616,20000,0.012051724018777837,0.012051724018777833,0.012006572013226281,0.012433971794370596,0.012006572013226285,0.012433971794370599,0.011640763142256984
gd_N128_s0_neighbor_mixed_3d36152071c1,20000,0.012198823433554582,0.012198823433554577,0.012198693887945637,0.012211416867032514,0.01219869388794564,0.012211416867032518,0.012183275043579826
gd_N128_s0_neighbor_mixed_60bc7ed6b650,20000,0.012198902949419098,0.012198902949419093,0.012198773446983502,0.012211492069136751,0.012198773446983505,0.012211492069136754,0.012183359839993316
gd_N128_s0_neighbor_mixed_d157317797fa,20000,0.012198902949419098,0.012198902949419093,0.012198773446983502,0.012211492069136751,0.012198773446983505,0.012211492069136754,0.012183359839993316
gd_N128_s0_neighbor_mixed_ee779ed63575,20000,0.012200401927949158,0.012200401927949156,0.012198693887945637,0.012211416867032514,0.01219869388794564,0.012211416867032518,0.012190921499159055
gd_N128_s0_neighbor_mixed_fca68b690c68,20000,0.01220079811267835,0.012200798112678345,0.01219816139319878,0.012211521365025256,0.012198161393198783,0.01221152136502526,0.012187020738025729
gd_N128_s0_neighbor_mixed_e5ee8bf1c982,20000,0.01220144266012517,0.012201442660125166,0.012202153536777349,0.012212692395936009,0.012202153536777352,0.012212692395936012,0.01218626822570891
gd_N128_s0_neighbor_mixed_75d0698126a0,20000,0.012212266684236204,0.012212266684236198,0.012213102495562825,0.012230893441053419,0.012213102495562829,0.012230893441053423,0.012185285149241965
gd_N128_s0_neighbor_mixed_95c4c806cebd,20000,0.012219872103486353,0.01221987210348635,0.012228966824142444,0.012249936234045421,0.012228966824142448,0.012249936234045425,0.012185285149241965
gd_N128_s0_individual_sine_502bb4a5e792,20000,0.012297677567382495,0.012297677567382495,0.012027500062867801,0.014626314234457793,0.012027500062867801,0.014626314234457793,0.009777627333814098
gd_N128_s1_neighbor_moment9_0354546af236,20000,0.012350309996561244,0.012351055096228252,0.01217356953362077,0.014604940169586326,0.012172835141090322,0.014604059100238627,0.009793280325426916
gd_N128_s0_neighbor_mixed_0e2b5af7b4e3,20000,0.012395824078084549,0.012395824078084547,0.012300370276714278,0.012892039551348258,0.012300370276714281,0.012892039551348261,0.01193123348673306
gd_N128_s0_neighbor_mixed_e2b774812268,20000,0.01240215884532098,0.012402158845320975,0.012306695516376736,0.012902237133224656,0.01230669551637674,0.01290223713322466,0.011932071422683776
gd_N512_s0_neighbor_moment9_43f875fc74ef,20000,0.012528767141995925,0.012529523008061483,0.0123466377335105,0.01455766610023648,0.01234589290032886,0.014556787882782245,0.010260135729341894
gd_N128_s0_neighbor_mixed_fffe36ea80fd,20000,0.012669562286763572,0.01266956228676357,0.011951297699431776,0.014091146917301223,0.01195129769943178,0.014091146917301227,0.011824988347711198
gd_N512_s0_neighbor_sine_8fac67e453f9,20000,0.012901089843161915,0.012901089843161915,0.012477303072731753,0.016613385731717827,0.012477303072731753,0.016613385731717827,0.008876541124298476
adam_N128_s0_neighbor_mixed_9c9521f72a45,20000,0.013097455122729779,0.013097455122729775,0.0022643677517191407,0.03183320384073242,0.002264367751719141,0.031833203840732426,0.0012220032468300984
gd_N512_s1_collective_mixed_ae0452282768,20000,0.013133124515786913,0.01313312451578691,0.012948764963722877,0.014483249350310165,0.01294876496372288,0.014483249350310168,0.01170680983233131
gd_N128_s0_collective_mixed_53666b8f6b03,20000,0.014026927218134966,0.01402692721813496,0.013924417963694317,0.015049986222858646,0.01392441796369432,0.01504998622285865,0.012892379034300912
gd_N128_s1_individual_sine_bb96f6fb5074,20000,0.014058592872021446,0.014058592872021446,0.013699350031911932,0.01710554790837256,0.013699350031911932,0.01710554790837256,0.010770410584016501
gd_N128_s0_neighbor_sine_80b93dcd3501,20000,0.014106830510506332,0.014106830510506332,0.014061160286061535,0.014862104193611966,0.014061160286061535,0.014862104193611966,0.01322945654808966
adam_N128_s0_neighbor_mixed_2982efdc5f5e,20000,0.014175898096087724,0.014175898096087722,0.0005001632388761169,0.037691042462654346,0.000500163238876117,0.03769104246265435,4.073520787960993e-05
gd_N128_s1_individual_sine_1b4bea7e7455,20000,0.01443269613169906,0.01443269613169906,0.016397369681115256,0.019219685205289057,0.016397369681115256,0.019219685205289057,0.008199646626181906
gd_N128_s1_individual_mixed_6c3f694da486,20000,0.014699058602716633,0.014699058602716628,0.01456280000591787,0.015807993017055134,0.014562800005917873,0.015807993017055138,0.01350870268989777
adam_N128_s1_individual_mixed_57edf489f847,20000,0.014793788869867253,0.01479378886986725,5.0683991654951394e-05,0.04414249570113438,5.068399165495141e-05,0.044142495701134384,9.639055466763151e-06
gd_N128_s0_neighbor_mixed_794d35b5b1da,20000,0.014812364158981139,0.014812364158981137,0.014755036916275902,0.015461431680869745,0.014755036916275905,0.015461431680869749,0.014087292920263499
gd_N512_s1_neighbor_sine_4c94f70634bb,20000,0.01502221920900142,0.01502221920900142,0.014528706202394477,0.01941590888460825,0.014528706202394477,0.01941590888460825,0.01024793469674712
gd_N128_s0_individual_sine_9f7f7c617cd7,20000,0.015091715873840995,0.015091715873840995,0.015284412258439819,0.015521572485136536,0.015284412258439819,0.015521572485136536,0.01431237125821775
gd_N128_s0_individual_mixed_0a9c02fbe66d,20000,0.015604033636450004,0.015604033636450004,0.015427323616501272,0.01708936869170614,0.015427323616501275,0.017089368691706144,0.014002470128215044
gd_N128_s1_neighbor_sine_41dab52e5bf0,20000,0.016188639928558162,0.016188639928558162,0.01621451619960488,0.016528192712925334,0.01621451619960488,0.016528192712925334,0.01561521783524323
adam_N128_s0_neighbor_mixed_0193e22039bf,20000,0.016314062115406057,0.016314062115406053,0.013793944963291019,0.025653628916910816,0.013793944963291022,0.025653628916910823,0.003693188473354412
gd_N128_s1_individual_mixed_861ca127edbe,20000,0.016317901938139652,0.01631790193813965,0.016119171083249804,0.0178592409601973,0.016119171083249808,0.017859240960197302,0.014677160475407314
gd_N128_s0_individual_mixed_a51e8da06f47,20000,0.01660006749102185,0.016600067491021848,0.016448278216536764,0.017959565016674468,0.016448278216536768,0.01795956501667447,0.015119371408905008
gd_N128_s0_individual_sine_0d7b64213189,20000,0.016631660973120854,0.016631660973120854,0.016202842242295366,0.02036478267067553,0.016202842242295366,0.02036478267067553,0.012587046014938659
gd_N128_s1_individual_mixed_9aa2c1004a3d,20000,0.016667962977789615,0.016667962977789615,0.0164865210782146,0.018190352656356282,0.016486521078214602,0.018190352656356285,0.01502683028057233
gd_N128_s1_neighbor_sine_24675c50eb1c,20000,0.01671695594841624,0.01671695594841624,0.016402249115020664,0.0177028013880259,0.016402249115020664,0.0177028013880259,0.016045206693857644
gd_N128_s1_neighbor_sine_b425a94af888,20000,0.01671695594841624,0.01671695594841624,0.016402249115020664,0.0177028013880259,0.016402249115020664,0.0177028013880259,0.016045206693857644
adam_N128_s0_individual_moment9_df05e5d61822,20000,0.016915500421780524,0.01691652094140595,0.011648750490591615,0.027486885352371457,0.011648047758716161,0.02748522715645511,0.01159898522015572
gd_N128_s0_individual_mixed_a972c0cad550,20000,0.017450351423210886,0.01745035142321088,0.017257953742773405,0.01913156428488935,0.017257953742773408,0.019131564284889352,0.015626618912647293
gd_N128_s1_individual_mixed_1a390439f1d6,20000,0.017835905929046953,0.017835905929046946,0.017574457971551972,0.01999442829859743,0.017574457971551976,0.019994428298597433,0.015515611809451612
gd_N128_s0_physical_mixed_495b810f4f17,20000,0.01845104043489971,0.0184510404348997,0.01840423401185138,0.019193704783854983,0.018404234011851383,0.019193704783854987,0.017591291360150967
gd_N128_s0_individual_mixed_9488d7ca69f0,20000,0.01847111869276271,0.018471118692762706,0.018255056588406496,0.0202932638090182,0.0182550565884065,0.020293263809018202,0.01650484449679099
gd_N128_s0_neighbor_sine_9912bec56e57,20000,0.018599550905224166,0.018599550905224166,0.0175329407539606,0.022476398290905253,0.0175329407539606,0.022476398290905253,0.014451407004965795
gd_N128_s1_individual_mixed_7c15f275459c,20000,0.018862646376301192,0.01886264637630119,0.01862001403646953,0.02088210509859984,0.018620014036469533,0.020882105098599845,0.016688936676864472
gd_N128_s0_physical_mixed_c8a722648d5d,20000,0.019469312946306477,0.019469312946306473,0.01941051534206468,0.021430593518873737,0.019410515342064682,0.02143059351887374,0.017537349791493583
gd_N128_s0_neighbor_mixed_277a27c3329c,20000,0.019563942659557368,0.019563942659557364,0.019538675664335113,0.019969574862950378,0.019538675664335117,0.01996957486295038,0.019157850633490885
adam_N128_s1_neighbor_moment9_d793be096cf6,20000,0.020029645194307073,0.020030853591664604,0.0023601759722582786,0.0516155417831846,0.002360033590387474,0.05161242798256631,0.0007877313128847264
gd_N128_s0_individual_mixed_be354dacc95e,20000,0.02003938659716724,0.020039386597167235,0.01977812667825529,0.022297218607147302,0.019778126678255292,0.022297218607147305,0.017594854603251758
gd_N128_s0_individual_mixed_88455d36b72c,20000,0.021073320596855256,0.02107332059685525,0.02035794414626754,0.0224772051135653,0.020357944146267543,0.022477205113565303,0.0201154930425163
gd_N128_s1_individual_mixed_1564b5cda0f1,20000,0.021140350793483455,0.02114035079348345,0.020791761045227206,0.024113939744402808,0.02079176104522721,0.024113939744402815,0.017928396335395603
gd_N512_s1_neighbor_moment9_5051027dc723,20000,0.02132886278092803,0.021330149560657465,0.021205017877209426,0.023245194045388058,0.021203738646274405,0.02324379173714736,0.019118522671136663
