bundle,target,seed,kappa,step,scaled_hessian_max,scaled_hessian_min,largest_mode_update_eigenvalue,readout_l2,top_mode_slope_fraction,top_mode_hidden_bias_fraction,top_mode_readout_fraction,top_mode_output_bias_fraction
core_N128_s0,moment3,0,1.0,100000,0.010731086402614425,-3.611579525200441e-05,0.9892689135973856,1.5557573139732461,2.8619515403199887e-05,0.4373470126889144,0.3762541680584862,0.18637019973719632
core_N128_s0,moment3,0,100.0,100000,1.1004387580253154,-2.155952456677637e-06,-0.10043875802531543,19.82148714776537,1.7715869685842787e-05,0.4557835416576509,0.3637355820244063,0.1804631604482564
core_N128_s0,moment5,0,1.0,100000,0.010339601297565034,-1.9448883526292842e-07,0.9896603987024349,1.4878397075368408,2.6710350404918907e-05,0.41499620069811255,0.3915534822155644,0.19342360673591869
core_N128_s0,moment5,0,100.0,100000,0.6138381168176321,-4.4076497576420226e-07,0.3861618831823679,1.5088070962291567,4.1506942216085674e-07,0.007197752968890887,0.6669927517151863,0.32580908024650146
core_N128_s0,moment9,0,1.0,100000,0.010340485154856735,-3.048946419950828e-08,0.9896595148451433,1.4879548347337541,2.6661962235320436e-05,0.4150327112283826,0.39153350824769306,0.19340711856168846
core_N128_s0,moment9,0,100.0,100000,0.6138406754157412,-9.593949992528993e-08,0.38615932458425883,1.5075637701978564,4.1107698397531377e-07,0.007185988083772355,0.6670059540440632,0.3258076467951804
core_N128_s0,sine,0,1.0,600000,0.012045497920458071,-5.878122079362246e-05,0.9879545020795419,1.865356609409061,4.3529375227736045e-05,0.5008663684455089,0.33322849774614915,0.1658616044331143
core_N128_s0,sine,0,100.0,600000,1.9913667943329165,-3.2093073569633538e-06,-0.9913667943329165,38.48958465766593,8.41169690707685e-06,0.7147842625784898,0.1901113152552074,0.09509601046939682
core_N128_s0,runge,0,1.0,600000,0.011966381073385081,-1.7786665622053507e-06,0.9880336189266149,2.158371747172399,0.001552245749419316,0.41943908906150223,0.41396626959017024,0.16504239559890754
core_N128_s0,runge,0,100.0,600000,0.685403801250313,-2.299601998421634e-06,0.31459619874968703,8.71424331354323,0.0005125885818122346,0.066937780797041,0.6476923860386834,0.2848572445824631
