bundle,target,seed,kappa,step,scaled_hessian_max,scaled_hessian_min,largest_mode_update_eigenvalue,readout_l2,top_mode_slope_fraction,top_mode_hidden_bias_fraction,top_mode_readout_fraction,top_mode_output_bias_fraction
core_N128_s4,moment5,4,100.0,100000,0.6022057366063427,-4.5486533193634733e-07,0.3977942633936573,1.4536025717582783,5.862442831397473e-07,0.0067989863087183095,0.6610982357465918,0.33210219170040667
core_N128_s4,moment9,4,1.0,100000,0.009899197710795279,-5.7895295621468267e-08,0.9901008022892047,1.4193671334440547,3.088856222038225e-05,0.3941782474242065,0.4037565912647779,0.20203427274879607
core_N128_s4,moment9,4,100.0,100000,0.6022471395845523,-1.752869917077565e-07,0.39775286041544766,1.4560258335540661,5.817319212346931e-07,0.00682185686662895,0.6610982060279609,0.3320793553734886
core_N128_s4,sine,4,1.0,600000,0.01092810328382674,-4.238669761920662e-05,0.9890718967161732,1.6230802227772052,7.16050341930951e-05,0.4602566803938461,0.35668948322383476,0.1829822313481256
core_N128_s4,sine,4,100.0,600000,1.9996421101727653,-0.001444664081183484,-0.9996421101727653,40.05567130499968,8.89781542980533e-06,0.752212035616158,0.1541793965264831,0.09359967004192843
core_N128_s4,runge,4,1.0,600000,0.011562617096449433,-2.3885084133803856e-06,0.9884373829035505,2.5177793322324438,0.0009487103439374909,0.4584069740962634,0.36972048801115626,0.17092382754864285
core_N128_s4,runge,4,100.0,600000,0.6674757532419562,-1.9627254084778398e-06,0.3325242467580438,8.174671539767653,0.0005012334629460521,0.0690643498966558,0.6371306729097688,0.29330374373063023
core_N128_s4,moment3,4,1.0,600000,0.05248574618591922,-4.812648521201716e-07,0.9475142538140808,7.440194831569175,0.0212385119249869,0.8605453257819858,0.08168580518650832,0.03653035710651924
core_N128_s4,moment3,4,100.0,600000,2.0000082509331265,-0.0009962373902508387,-1.0000082509331265,31.640661929841833,2.83947708258673e-05,0.7399378842773078,0.16100457999952086,0.09902914095234591
core_N128_s4,moment5,4,1.0,600000,0.00989450713276107,-2.0255583682816494e-07,0.9901054928672389,1.4189487471542426,3.1490259031716024e-05,0.3941190287744575,0.4037193460067602,0.20213013495975124
core_N128_s4,moment5,4,100.0,600000,0.6021160674886672,-3.979977867381072e-07,0.3978839325113328,1.4572539841490904,6.090158596477123e-07,0.006830906840024128,0.6610180446039196,0.3321504395401968
core_N128_s4,moment9,4,1.0,600000,0.00990155183178026,-5.0224159367425986e-08,0.9900984481682198,1.4196925868064196,3.1106864347770444e-05,0.39429085567503597,0.4036916520922358,0.20198638536837968
core_N128_s4,moment9,4,100.0,600000,0.6023108145490774,-5.156572927669823e-08,0.3976891854509226,1.461308011207412,5.727892543029426e-07,0.006870950174991849,0.6610849570494839,0.3320435199862704
