bundle,target,seed,n,degree,kappa,count,last_step,last_loss_discrepancy,last_sample_gradient_error,last_fraction_preactivation_above_radius,last_coarse_discrete_derivative_error,last_tanh_at_reference_slope_gradient_defect,max_abs_loss_discrepancy,max_abs_sample_gradient_error,max_abs_fraction_preactivation_above_radius,max_abs_coarse_discrete_derivative_error,pointwise_p2_checks,pointwise_p2_violations,pointwise_p2_max_error_bound_ratio,pointwise_p4_checks,pointwise_p4_violations,pointwise_p4_max_error_bound_ratio,pointwise_p6_checks,pointwise_p6_violations,pointwise_p6_max_error_bound_ratio,pointwise_p8_checks,pointwise_p8_violations,pointwise_p8_max_error_bound_ratio,max_abs_tanh_at_reference_slope_gradient_defect
core_N128_s5,sine,5,128,0,0.0001,70,19980,0.0,2.005806416041724e-16,0.0,5.2924875420951074e-12,,5.551115123125783e-17,6.84730711014148e-16,0.0,2.759238038637504e-07,70,0,0.16464452356631343,70,0,0.08548514151974411,70,0,0.04819978533347905,70,0,0.028907195873325527,
core_N128_s5,sine,5,128,0,0.001,70,19980,-2.7755575615628914e-17,1.9283348790078183e-16,0.0,5.3076676839308154e-12,,1.1102230246251565e-16,6.880551712985527e-16,0.0,2.647056128666346e-07,70,0,0.16464452356631343,70,0,0.08548514151974411,70,0,0.04819978533347905,70,0,0.028907195873325527,
core_N128_s5,sine,5,128,0,0.01,70,19980,0.0,1.8311617776075297e-16,0.0,5.391382468754544e-12,,5.551115123125783e-17,6.777574251704838e-16,0.0,1.533109962174883e-07,70,0,0.16464452356631343,70,0,0.08548514151974411,70,0,0.04819978533347905,70,0,0.028907195873325527,
core_N128_s5,sine,5,128,0,0.1,70,19980,0.0,1.8826945491756132e-16,0.0,6.072225368408066e-12,,5.551115123125783e-17,6.677555152417487e-16,0.0,9.8299810861754e-07,70,0,0.16464452356631343,70,0,0.08548514151974411,70,0,0.04819978533347905,70,0,0.028907195873325527,
core_N128_s5,sine,5,128,0,1.0,70,19980,0.0,1.9507533370317973e-16,0.0,2.755948940593704e-12,,5.551115123125783e-17,6.847132569287772e-16,0.0,1.2297844364857285e-05,70,0,0.16464452356631343,70,0,0.08548514151974411,70,0,0.04819978533347905,70,0,0.028907195873325527,
core_N128_s5,sine,5,128,0,10.0,70,19980,-2.7755575615628914e-17,1.8295600156531478e-16,0.0,1.1890733403080835e-11,,5.551115123125783e-17,6.120879568723556e-16,0.0,0.00012545210995152303,70,0,0.16464452356631343,70,0,0.08548514151974411,70,0,0.04819978533347905,70,0,0.028907195873325527,
core_N128_s5,sine,5,128,0,100.0,70,19980,0.0,2.0544593760846984e-16,0.0,4.1316651191593345e-09,,5.551115123125783e-17,5.444736877870729e-16,0.0,0.0012569952199790776,70,0,0.16464452356631343,70,0,0.08548514151974411,70,0,0.04819978533347905,70,0,0.028907195873325527,
core_N128_s5,runge,5,128,0,0.0001,70,19980,0.0,1.4050319195294767e-16,0.0,8.52089737183224e-11,,2.7755575615628914e-17,8.883108441389734e-16,0.0,9.146273320597052e-07,70,0,0.033978642435127965,70,0,0.018491668204476345,70,0,0.011466937325815862,70,0,0.007540305808369778,
core_N128_s5,runge,5,128,0,0.001,70,19980,0.0,1.377746565367046e-16,0.0,8.478331708782101e-11,,2.7755575615628914e-17,9.31810409138293e-16,0.0,8.732247472228276e-07,70,0,0.03398529926257087,70,0,0.018495284103356047,70,0,0.011469462907113393,70,0,0.0075421766158071946,
core_N128_s5,runge,5,128,0,0.01,70,19980,0.0,1.317120899960724e-16,0.0,8.037073841808746e-11,,2.7755575615628914e-17,9.237559473601002e-16,0.0,4.709113114641016e-07,70,0,0.03405098172143118,70,0,0.01853239644142087,70,0,0.01149439473715996,70,0,0.007560688096930185,
