bundle,n,seed,degree,left,right,kappa,count,last_step,last_signed_mean_gamma_difference,last_slope_gradient_difference,last_slope_parameter_difference,last_coarse_residual_difference,max_abs_signed_mean_gamma_difference,max_abs_slope_gradient_difference,max_abs_slope_parameter_difference,max_abs_coarse_residual_difference
core_N128_s5,128,5,0,moment5,moment9,10.0,1019,19980,7.410985732633768e-06,1.060547762821419e-05,0.0004235307084251265,3.7443961167048157e-06,7.410985732633768e-06,1.060547762821419e-05,0.0004235307084251265,3.746207075095544e-06
core_N128_s5,128,5,0,moment5,moment9,100.0,1019,19980,6.9371164698739385e-06,1.0305628134326037e-05,0.00041191027985981954,3.085356143188344e-06,6.9371164698739385e-06,1.0315605693295707e-05,0.00041191027985981954,3.092280937806713e-06
core_N128_s5,128,5,1,moment3,moment9,0.0001,1019,19980,0.0,5.058560943842134e-29,5.660019264333016e-16,0.0,4.163336342344337e-17,8.011940909981287e-17,5.660019264333016e-16,1.46868708652284e-16
core_N128_s5,128,5,1,moment3,moment9,0.001,1019,19980,2.7755575615628914e-17,3.7285460485737665e-17,4.934604184482242e-16,7.3434354326142e-17,4.163336342344337e-17,8.007706982712924e-17,4.946740582563487e-16,1.46868708652284e-16
core_N128_s5,128,5,1,moment3,moment9,0.01,1019,19980,-1.3877787807814457e-17,3.731289496367012e-17,5.291398913253955e-16,7.3434354326142e-17,4.163336342344337e-17,8.136814960650599e-17,5.292104420672513e-16,1.46868708652284e-16
core_N128_s5,128,5,1,moment3,moment9,0.1,1019,19980,0.0,3.7550518667034994e-17,5.074366398951439e-16,4.807407289046552e-17,4.163336342344337e-17,8.04150319292466e-17,5.228085831921798e-16,1.7333351575345718e-16
core_N128_s5,128,5,1,moment3,moment9,1.0,1019,19980,-1.3877787807814457e-17,1.5911908402837915e-30,4.665035708034763e-16,5.551115123125783e-17,4.163336342344337e-17,7.986674577751393e-17,4.665035708034763e-16,1.2098375150554763e-16
core_N128_s5,128,5,1,moment3,moment9,10.0,1019,19980,0.0,3.029876134063105e-32,1.4742602247875806e-16,5.551115123125783e-17,4.163336342344337e-17,7.940148920900726e-17,1.4742602247875806e-16,1.2098375150554763e-16
core_N128_s5,128,5,1,moment3,moment9,100.0,1019,19980,0.0,3.9629237063925923e-17,4.2183128481666054e-17,4.807407289046552e-17,2.7755575615628914e-17,7.940448820747584e-17,4.804471611762015e-17,1.2098375150554763e-16
core_N128_s5,128,5,1,moment5,moment9,0.0001,1019,19980,0.0,7.456534718507879e-17,5.638179050054516e-16,1.1102231238868493e-16,4.163336342344337e-17,1.524247228451905e-16,5.657238941377502e-16,2.2204462477736986e-16
core_N128_s5,128,5,1,moment5,moment9,0.001,1019,19980,0.0,1.7492267954646546e-28,5.397796091698953e-16,5.551115123125783e-17,4.163336342344337e-17,1.5288224809041855e-16,5.397796091698953e-16,2.2204462477736986e-16
core_N128_s5,128,5,1,moment5,moment9,0.01,1019,19980,0.0,3.7312894963663864e-17,5.255763045788481e-16,7.3434354326142e-17,4.163336342344337e-17,1.526736215674967e-16,5.255763045788481e-16,2.2204462477736986e-16
core_N128_s5,128,5,1,moment5,moment9,0.1,1019,19980,2.7755575615628914e-17,3.755051866703299e-17,5.139702452640506e-16,7.3434354326142e-17,4.163336342344337e-17,1.5407730022995133e-16,5.193771574740216e-16,2.2204462477736986e-16
core_N128_s5,128,5,1,moment5,moment9,1.0,1019,19980,-1.3877787807814457e-17,3.8556122601653793e-17,4.466195135337696e-16,4.807407289046552e-17,4.163336342344337e-17,1.5261728710020926e-16,4.466195135337696e-16,2.2204462477736986e-16
core_N128_s5,128,5,1,moment5,moment9,10.0,1019,19980,0.0,2.147049952826268e-32,1.6938767123502345e-16,0.0,4.163336342344337e-17,1.5157058153639184e-16,1.6938767123502345e-16,2.2204462477736986e-16
core_N128_s5,128,5,1,moment5,moment9,100.0,1019,19980,0.0,2.1815816166126376e-32,4.295849265561963e-17,0.0,2.7755575615628914e-17,1.5429739711117316e-16,4.849669161010092e-17,2.2204462477736986e-16
core_N128_s5,128,5,3,moment3,moment9,0.0001,1019,19980,-0.001987772355007314,0.002015650019760516,0.08617999486280963,0.0030036531336740083,0.001987772355007314,0.0027345938424616044,0.08617999486280963,0.003193236134583999
core_N128_s5,128,5,3,moment3,moment9,0.001,1019,19980,-0.0019862249374910934,0.0020152282242938257,0.08616888265564401,0.0030027025228283126,0.0019862249374910934,0.0027345938424616044,0.08616888265564401,0.003192272970852854
core_N128_s5,128,5,3,moment3,moment9,0.01,1019,19980,-0.0019763867981179017,0.0020110845112474695,0.08605926940785678,0.002993159620534684,0.0019763867981179017,0.0027345938424616044,0.08605926940785678,0.003182592429902732
core_N128_s5,128,5,3,moment3,moment9,0.1,1019,19980,-0.0018989072127798823,0.0019765240820537426,0.08511136835344638,0.002896234360309928,0.0018989072127798823,0.0027345938424616044,0.08511136835344638,0.003083737563817776
core_N128_s5,128,5,3,moment3,moment9,1.0,1019,19980,-0.0015399831293846367,0.0019172688301647882,0.08292918266126185,0.0022313129354784187,0.0015399831293846367,0.0027345938424616044,0.08292918266126185,0.002399121947721869
core_N128_s5,128,5,3,moment3,moment9,10.0,1019,19980,-0.001134556251091684,0.0020756512015973993,0.08425551102292804,0.001548364697526856,0.001134556251091684,0.0027345938424616044,0.08425551102292804,0.0016242954674929948
core_N128_s5,128,5,3,moment3,moment9,100.0,1019,19980,0.0014290052715697082,0.012788348116237778,0.15741852021361896,0.0019456005576739706,0.0014290052715697082,0.012788348116237778,0.15741852021361896,0.0019456005576739706
core_N128_s5,128,5,3,moment5,moment9,0.0001,1019,19980,0.0,3.784367541110012e-17,6.189148723415318e-16,7.3434354326142e-17,4.163336342344337e-17,1.5217623594986066e-16,6.203128009980397e-16,2.2204462477736986e-16
core_N128_s5,128,5,3,moment5,moment9,0.001,1019,19980,0.0,7.5304920466157e-17,6.754850572297071e-16,9.614814578093104e-17,4.163336342344337e-17,1.5332139289318606e-16,6.787642994525089e-16,2.2204462477736986e-16
core_N128_s5,128,5,3,moment5,moment9,0.01,1019,19980,-2.7755575615628914e-17,7.214578383342779e-17,5.945190952692025e-16,1.1102231238868493e-16,4.163336342344337e-17,1.5281961347910266e-16,6.060510637222457e-16,2.2204462477736986e-16
core_N128_s5,128,5,3,moment5,moment9,0.1,1019,19980,0.0,3.9243910804407076e-18,5.8661770495705e-16,5.551115123125783e-17,4.163336342344337e-17,1.5144759420976657e-16,5.884153703785534e-16,2.2204462477736986e-16
core_N128_s5,128,5,3,moment5,moment9,1.0,1019,19980,0.0,3.9970474079960124e-17,5.230768888123222e-16,7.3434354326142e-17,4.163336342344337e-17,1.514793624015117e-16,5.244635566986368e-16,2.2204462477736986e-16
core_N128_s5,128,5,3,moment5,moment9,10.0,1019,19980,-2.7755575615628914e-17,3.740424039599083e-17,5.18081365329196e-16,7.3434354326142e-17,4.163336342344337e-17,1.5296743104474014e-16,5.223070344332877e-16,2.2204462477736986e-16
