bundle,target,seed,n,degree,kappa,count,last_step,last_loss_discrepancy,last_sample_gradient_error,last_fraction_preactivation_above_radius,last_coarse_discrete_derivative_error,last_tanh_at_reference_slope_gradient_defect,max_abs_loss_discrepancy,max_abs_sample_gradient_error,max_abs_fraction_preactivation_above_radius,max_abs_coarse_discrete_derivative_error,pointwise_p2_checks,pointwise_p2_violations,pointwise_p2_max_error_bound_ratio,pointwise_p4_checks,pointwise_p4_violations,pointwise_p4_max_error_bound_ratio,pointwise_p6_checks,pointwise_p6_violations,pointwise_p6_max_error_bound_ratio,pointwise_p8_checks,pointwise_p8_violations,pointwise_p8_max_error_bound_ratio,max_abs_tanh_at_reference_slope_gradient_defect
core_N128_s0,sine,0,128,0,0.0001,76,599980,-2.7755575615628914e-17,1.9686910785234423e-16,0.0,1.7121957832389636e-12,,1.1102230246251565e-16,1.290564584400913e-15,0.0,4.102861900415252e-06,76,0,0.19180118750338174,76,0,0.10198169622602356,76,0,0.06082466599615305,76,0,0.03947202995610766,
core_N128_s0,sine,0,128,0,0.001,76,599980,0.0,1.9706962790168396e-16,0.0,1.6548465106611847e-12,,1.1102230246251565e-16,1.2581766417469688e-15,0.0,3.950987224953126e-06,76,0,0.19180118750338174,76,0,0.10198169622602356,76,0,0.06082466599615305,76,0,0.03947202995610766,
core_N128_s0,sine,0,128,0,0.01,76,599980,0.0,1.79008237864387e-16,0.0,1.3335676632989038e-12,,5.551115123125783e-17,1.258220031138441e-15,0.0,2.5038253357986544e-06,76,0,0.19180118750338174,76,0,0.10198169622602356,76,0,0.06082466599615305,76,0,0.03947202995610766,
core_N128_s0,sine,0,128,0,0.1,76,599980,2.7755575615628914e-17,1.9435170919722875e-16,0.0,3.663954178985595e-12,,5.551115123125783e-17,1.2500602226680112e-15,0.0,1.4209725200861253e-05,76,0,0.19180118750338174,76,0,0.10198169622602356,76,0,0.06082466599615305,76,0,0.03947202995610766,
core_N128_s0,sine,0,128,0,1.0,76,599980,2.7755575615628914e-17,2.6091491440884404e-16,0.0,2.3452485325074076e-08,,1.1102230246251565e-16,1.2431790410803511e-15,0.0,0.00017625056681835514,76,0,0.19210623888395054,76,0,0.10198871627620086,76,0,0.06082466599615305,76,0,0.03947202995610766,
core_N128_s0,sine,0,128,0,10.0,76,599980,-6.938893903907228e-18,6.078836774499255e-16,0.003933836511299435,1.1480725720674607e-08,,5.551115123125783e-17,1.2180445578231826e-15,0.004099355579096045,0.0017972966284809106,76,0,0.19299615465088346,76,0,0.10232924861910503,76,0,0.060848001602655646,76,0,0.03947202995610766,
core_N128_s0,sine,0,128,0,100.0,76,599980,-4.336808689942018e-19,1.0063904579123245e-14,0.0024993379237288134,4.154332148308321e-07,,5.551115123125783e-17,1.0063904579123245e-14,0.0037490068855932203,0.018007807448477197,76,0,0.19319479006243426,76,0,0.10198169622602356,76,0,0.06082466599615305,76,0,0.03947202995610766,
core_N128_s0,runge,0,128,0,0.0001,76,599980,0.0,5.41438013065457e-17,0.008212504413841809,8.686024101982522e-11,,5.551115123125783e-17,1.824619441948811e-15,0.008212504413841809,7.422613550661857e-06,76,0,0.11773110936882743,76,0,0.06367682740672771,76,0,0.03929797617219136,76,0,0.026174585541202826,
core_N128_s0,runge,0,128,0,0.001,76,599980,0.0,5.804769237500168e-17,0.008058019950564972,8.282242589824289e-11,,2.7755575615628914e-17,1.847680490149992e-15,0.008058019950564972,7.176905344461035e-06,76,0,0.11775234126241159,76,0,0.06368811608994801,76,0,0.03930472446090324,76,0,0.026179960105378458,
core_N128_s0,runge,0,128,0,0.01,76,599980,0.0,5.2729482018254777e-17,0.0077352577683615815,5.47663063829458e-11,,5.551115123125783e-17,1.8354723302413703e-15,0.0077352577683615815,5.031205216861741e-06,76,0,0.11796024073066731,76,0,0.06379867778297886,76,0,0.039370820405768586,76,0,0.026233029547566754,
core_N128_s0,runge,0,128,0,0.1,76,599980,2.6020852139652106e-18,4.236929349217021e-17,0.00662352136299435,2.122705663246245e-10,,2.7755575615628914e-17,1.8308141186813956e-15,0.00662352136299435,2.7038681344811233e-05,76,0,0.11960635367888453,76,0,0.06468553571777572,76,0,0.04004648350999569,76,0,0.026695599221815136,
core_N128_s0,runge,0,128,0,1.0,76,599980,1.734723475976807e-18,3.1995400069406785e-17,0.003939353813559322,5.041931216029036e-10,,5.551115123125783e-17,1.7014754525305098e-15,0.003939353813559322,0.0003233597593474436,76,0,0.1272940851997859,76,0,0.06925688220138167,76,0,0.04326076704855879,76,0,0.02913390434686104,
core_N128_s0,runge,0,128,0,10.0,76,599980,-8.673617379884035e-19,1.3238141293400365e-16,0.003406934145480226,5.655639316937382e-10,,2.7755575615628914e-17,1.7014754525305098e-15,0.003406934145480226,0.003289397068753115,76,0,0.1338420677093559,76,0,0.07330720527362242,76,0,0.04628379095940879,76,0,0.031600274256084346,
core_N128_s0,runge,0,128,0,100.0,76,599980,-1.5178830414797062e-18,9.876888496384995e-17,0.0038372837217514125,9.492229861763591e-10,,1.3877787807814457e-17,1.7014754525305098e-15,0.0038372837217514125,0.0329500008957716,76,0,0.14398701783818,76,0,0.07891412356658675,76,0,0.0498410968847395,76,0,0.03402314944823142,
core_N128_s0,moment3,0,128,0,0.0001,76,599980,-2.7755575615628914e-17,5.088462908997536e-16,0.028494107521186442,1.0424838256198396e-09,,2.220446049250313e-16,1.1796131354963602e-15,0.028494107521186442,5.4714805184639105e-06,76,0,0.14838125355401674,76,0,0.11617679374219776,76,0,0.08724829750594434,76,0,0.06597801800359197,
core_N128_s0,moment3,0,128,0,0.001,76,599980,-2.7755575615628914e-17,3.2000260204984204e-16,0.026952021539548024,6.421787880327625e-10,,1.1102230246251565e-16,1.2011194360871905e-15,0.026952021539548024,5.309201667885511e-06,76,0,0.14838688974208467,76,0,0.1161815857426202,76,0,0.08725325325683353,76,0,0.06598280072482973,
core_N128_s0,moment3,0,128,0,0.01,76,599980,0.0,1.5487876413937582e-16,0.0184912385240113,1.8051244616576886e-09,,1.1102230246251565e-16,1.1662016107331585e-15,0.0184912385240113,3.938864189303252e-06,76,0,0.14844181961213182,76,0,0.11622835479592973,76,0,0.08730193315765243,76,0,0.06602994194716012,
core_N128_s0,moment3,0,128,0,0.1,76,599980,1.0408340855860843e-17,1.623404352500695e-16,0.008604232874293785,5.272551531958513e-10,,2.220446049250313e-16,1.192301996146836e-15,0.008604232874293785,1.926044846225975e-05,76,0,0.14885742067564997,76,0,0.11659023870772796,76,0,0.08770765019907378,76,0,0.06644361098272861,
core_N128_s0,moment3,0,128,0,1.0,76,599980,5.204170427930421e-18,2.159061387583176e-16,0.0041793564618644065,1.3898068110860423e-10,,1.1102230246251565e-16,1.130095848044215e-15,0.0041793564618644065,0.00022834942615317883,76,0,0.151250095739807,76,0,0.11843712577953547,76,0,0.08952192837524701,76,0,0.06838694124536412,
core_N128_s0,moment3,0,128,0,10.0,76,599980,1.1275702593849246e-17,1.7956679629215505e-15,0.0,3.742781844236227e-10,,1.1102230246251565e-16,1.7956679629215505e-15,0.0015393273305084746,0.002321996499453022,76,0,0.15381936837846,76,0,0.12027096098116959,76,0,0.09093180851640861,76,0,0.06957706823990874,
core_N128_s0,moment3,0,128,0,100.0,76,599980,9.540979117872439e-18,6.001411899255871e-15,0.0,0.0301329240563288,,1.1102230246251565e-16,7.854930019313508e-15,2.758651129943503e-06,0.08638320075162653,76,0,0.156152003774597,76,0,0.12202373143163442,76,0,0.09216047928670584,76,0,0.07111228442467622,
core_N128_s0,moment5,0,128,0,0.0001,76,599980,0.0,2.247950016918505e-16,0.0,7.755932173841403e-14,,1.1102230246251565e-16,1.4037947186273181e-15,0.0,5.45386172872816e-06,76,0,0.04017776314573118,76,0,0.04184310951876699,76,0,0.04091801937380648,76,0,0.03703910562646406,
