bundle,target,n,seed,degree,kappa,actual_contrast,predicted_contrast,contrast_error
core_N128_s0,sine,128,0,0,0.0001,-0.030317023862245926,-0.030317023862245926,0.0
core_N128_s0,sine,128,0,0,0.001,-0.03030159173441918,-0.03030159173441918,0.0
core_N128_s0,sine,128,0,0,0.01,-0.030148183597848294,-0.030148183597848294,0.0
core_N128_s0,sine,128,0,0,0.1,-0.028519603004960092,-0.028519603004960092,0.0
core_N128_s0,sine,128,0,0,1.0,0.0,0.0,0.0
core_N128_s0,sine,128,0,0,10.0,0.0443180833773095,0.0443180833773095,0.0
core_N128_s0,sine,128,0,0,100.0,0.02026967513950803,0.02026967513950803,0.0
core_N128_s0,runge,128,0,0,0.0001,0.059680168296580405,0.059680168296580405,0.0
core_N128_s0,runge,128,0,0,0.001,0.05851177345643338,0.05851177345643338,0.0
core_N128_s0,runge,128,0,0,0.01,0.0491247974696474,0.0491247974696474,0.0
core_N128_s0,runge,128,0,0,0.1,0.02069328727918382,0.02069328727918382,0.0
core_N128_s0,runge,128,0,0,1.0,0.0,0.0,0.0
core_N128_s0,runge,128,0,0,10.0,0.0031519009948630383,0.0031519009948630383,0.0
core_N128_s0,runge,128,0,0,100.0,-0.0062807965809145855,-0.0062807965809145855,0.0
core_N128_s0,moment3,128,0,0,0.0001,0.10761797775644988,0.10761797775644988,0.0
core_N128_s0,moment3,128,0,0,0.001,0.12226036517962241,0.12226036517962241,0.0
core_N128_s0,moment3,128,0,0,0.01,0.12279780005706326,0.12279780005706326,0.0
core_N128_s0,moment3,128,0,0,0.1,0.06901324046865698,0.06901324046865698,0.0
core_N128_s0,moment3,128,0,0,1.0,0.0,0.0,0.0
core_N128_s0,moment3,128,0,0,10.0,-0.08152857827718625,-0.08152857827718625,0.0
core_N128_s0,moment3,128,0,0,100.0,-0.11432025064976485,-0.11432025064976485,0.0
core_N128_s0,moment5,128,0,0,0.0001,0.0013880417644790422,0.0013880417644790422,0.0
core_N128_s0,moment5,128,0,0,0.001,0.0013856457386118987,0.0013856457386118987,0.0
core_N128_s0,moment5,128,0,0,0.01,0.0013620105889269596,0.0013620105889269596,0.0
core_N128_s0,moment5,128,0,0,0.1,0.0011504471015746226,0.0011504471015746226,0.0
core_N128_s0,moment5,128,0,0,1.0,0.0,0.0,0.0
core_N128_s0,moment5,128,0,0,10.0,-0.0015205957657421915,-0.0015205957657421915,0.0
core_N128_s0,moment5,128,0,0,100.0,-0.001847584321650858,-0.001847584321650858,0.0
core_N128_s0,moment9,128,0,0,0.0001,0.0013765387764548276,0.0013765387764548276,0.0
core_N128_s0,moment9,128,0,0,0.001,0.0013742175407588791,0.0013742175407588791,0.0
core_N128_s0,moment9,128,0,0,0.01,0.001351168285322335,0.001351168285322335,0.0
core_N128_s0,moment9,128,0,0,0.1,0.0011383605940207958,0.0011383605940207958,0.0
core_N128_s0,moment9,128,0,0,1.0,0.0,0.0,0.0
core_N128_s0,moment9,128,0,0,10.0,-0.0015229283964750262,-0.0015229283964750262,0.0
core_N128_s0,moment9,128,0,0,100.0,-0.001866988543909348,-0.001866988543909348,0.0
core_N128_s0,sine,128,0,1,0.0001,-0.030317023862245926,-0.0021835276811652815,0.028133496181080644
