bundle,target,seed,n,degree,kappa,count,last_step,last_loss_discrepancy,last_sample_gradient_error,last_fraction_preactivation_above_radius,last_coarse_discrete_derivative_error,last_tanh_at_reference_slope_gradient_defect,max_abs_loss_discrepancy,max_abs_sample_gradient_error,max_abs_fraction_preactivation_above_radius,max_abs_coarse_discrete_derivative_error,pointwise_p2_checks,pointwise_p2_violations,pointwise_p2_max_error_bound_ratio,pointwise_p4_checks,pointwise_p4_violations,pointwise_p4_max_error_bound_ratio,pointwise_p6_checks,pointwise_p6_violations,pointwise_p6_max_error_bound_ratio,pointwise_p8_checks,pointwise_p8_violations,pointwise_p8_max_error_bound_ratio,max_abs_tanh_at_reference_slope_gradient_defect
core_N64_s0,sine,0,64,0,0.0001,70,19980,0.0,1.9370849273369496e-16,0.0,8.973553067968937e-12,,5.551115123125783e-17,8.609706658507673e-16,0.0,8.858608898079811e-07,70,0,0.11030544894490113,70,0,0.05046824661775562,70,0,0.024368423012039047,70,0,0.013222062969540824,
core_N64_s0,sine,0,64,0,0.001,70,19980,-2.7755575615628914e-17,1.8858184192366844e-16,0.0,9.008828185713294e-12,,1.1102230246251565e-16,8.609706658507673e-16,0.0,8.679985864420925e-07,70,0,0.11030544894490113,70,0,0.05046824661775562,70,0,0.024368423012039047,70,0,0.013222062969540824,
core_N64_s0,sine,0,64,0,0.01,70,19980,2.7755575615628914e-17,1.6520535389585585e-16,0.0,8.987975812688336e-12,,5.551115123125783e-17,8.609706658507673e-16,0.0,7.00679567283565e-07,70,0,0.11030544894490113,70,0,0.05046824661775562,70,0,0.024368423012039047,70,0,0.013222062969540824,
core_N64_s0,sine,0,64,0,0.1,70,19980,0.0,1.7798340713017874e-16,0.0,8.863510823464981e-12,,5.551115123125783e-17,8.609706658507673e-16,0.0,1.7167939847965523e-06,70,0,0.11030544894490113,70,0,0.05046824661775562,70,0,0.024368423012039047,70,0,0.013222062969540824,
core_N64_s0,sine,0,64,0,1.0,70,19980,0.0,1.8627739836848359e-16,0.0,8.337496257330185e-12,,5.551115123125783e-17,8.609706658507673e-16,0.0,2.314356095742132e-05,70,0,0.11030544894490113,70,0,0.05046824661775562,70,0,0.024368423012039047,70,0,0.013222062969540824,
core_N64_s0,sine,0,64,0,10.0,70,19980,2.7755575615628914e-17,2.0603899955045546e-16,0.0,2.938727549866405e-10,,5.551115123125783e-17,8.609706658507673e-16,0.0,0.00023806231980767962,70,0,0.11030544894490113,70,0,0.05046824661775562,70,0,0.024368423012039047,70,0,0.013222062969540824,
core_N64_s0,sine,0,64,0,100.0,70,19980,0.0,2.5630398955025957e-16,0.0,4.039851693160408e-08,,2.7755575615628914e-17,8.609706658507673e-16,0.0,0.002387295842872654,70,0,0.11030544894490113,70,0,0.05046824661775562,70,0,0.024368423012039047,70,0,0.013222062969540824,
core_N64_s0,runge,0,64,0,0.0001,70,19980,0.0,1.3292543697651962e-16,0.0,7.123720488986244e-10,,2.7755575615628914e-17,1.046677855501535e-15,0.0,6.377754146501731e-06,70,0,0.03400747495551524,70,0,0.017192733008885012,70,0,0.009938559602541586,70,0,0.006538871023734819,
core_N64_s0,runge,0,64,0,0.001,70,19980,0.0,1.4364604636145586e-16,0.0,7.106054911418623e-10,,2.7755575615628914e-17,1.0288415125030068e-15,0.0,6.280227692894834e-06,70,0,0.03402658448879494,70,0,0.017199870637672414,70,0,0.009942662634364576,70,0,0.006542653185673302,
core_N64_s0,runge,0,64,0,0.01,70,19980,0.0,1.250626737226261e-16,0.0,6.92743764045947e-10,,5.551115123125783e-17,1.0760241164216651e-15,0.0,5.352687410770577e-06,70,0,0.034216978088146166,70,0,0.017271110625450937,70,0,0.009983607275941053,70,0,0.006580239136128281,
core_N64_s0,runge,0,64,0,0.1,70,19980,0.0,1.3944963694317486e-16,0.0,5.039720959865682e-10,,2.7755575615628914e-17,9.734708891500602e-16,0.0,8.731507352500301e-06,70,0,0.036098730392277324,70,0,0.01804094680180967,70,0,0.010418516153774768,70,0,0.006931214330960613,
core_N64_s0,runge,0,64,0,1.0,70,19980,0.0,1.4562406869122268e-16,0.0,2.5659138940160405e-09,,2.7755575615628914e-17,1.0171780195833689e-15,0.0,0.00012688936834180748,70,0,0.04644037202859464,70,0,0.022687207226476984,70,0,0.012899899443797467,70,0,0.008588252431736113,
