target,kappa,seed,n,m,eta_geometry,eta_readout,bundle,degree,requested_end,trace_states,completed_updates,failed_update,complete,checkpoint_step,initial_mean_gamma,mean_gamma,median_gamma,mean_lambda,signed_mean_change,last_preupdate_mse,window_mean_mse,window_median_mse,heldout_mse,heldout_relative_l2,initial_coarse_norm,last_coarse_norm,normalized_slope_gradient,cumulative_coarse_motion,cumulative_remainder_motion,cumulative_crossing_remainder,recorded_signed_motion,loss_increases,max_preactivation,first_radius_exceedance,descent_ratio_floor,descent_ratio_count,descent_ratio_min,descent_ratio_median,coarse_10pct_step,coarse_10pct_persists20,coarse_10pct_mean_gamma,coarse_1pct_step,coarse_1pct_persists20,coarse_1pct_mean_gamma,fraction_gamma_1,fraction_gamma_1_population0.1_step,fraction_gamma_1_population0.5_step,fraction_gamma_4,fraction_gamma_4_population0.1_step,fraction_gamma_4_population0.5_step,fraction_gamma_16,fraction_gamma_16_population0.1_step,fraction_gamma_16_population0.5_step,fraction_lambda_005,fraction_lambda_005_population0.1_step,fraction_lambda_005_population0.5_step,fraction_lambda_01,fraction_lambda_01_population0.1_step,fraction_lambda_01_population0.5_step,fraction_lambda_025,fraction_lambda_025_population0.1_step,fraction_lambda_025_population0.5_step
sine,0.0001,0,64,2048,0.002,2.0000000000000002e-07,core_N64_s0,0,20000,20000,20000,0,True,20000,0.12562280642336032,0.12915401530301068,0.12702124438735463,0.004036062978219084,0.0035312088796503605,0.4244777337363862,0.42585445053485127,0.4245164800295639,0.42447796760676826,0.9213880481173697,0.33120634785243674,0.0013412549695786381,0.001471828389833968,0.00504967897176607,-0.0015194326029002436,9.625107845350333e-07,0.003531208879650361,0,0.5600067998657912,,1e-24,19999,0.9983717282660085,0.9999979210357011,1537,True,0.12919926799584652,3811,True,0.12977582881576988,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,
sine,0.001,0,64,2048,0.002,2e-06,core_N64_s0,0,20000,20000,20000,0,True,20000,0.12562280642336032,0.12915262062605545,0.1269815738024027,0.004036019394564233,0.0035298142026951307,0.42447753324278603,0.42585267196509846,0.42451628213325354,0.424477767114146,0.921387830518882,0.33120634785243674,0.0013406745597431264,0.0014716859751845814,0.005048088734895185,-0.001519150625923757,8.760937237002298e-07,0.0035298142026951285,0,0.5599318779163956,,1e-24,19999,0.9983693208426626,0.9999979209363141,1535,True,0.12919670034948738,3807,True,0.12977389355545466,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,
sine,0.01,0,64,2048,0.002,2e-05,core_N64_s0,0,20000,20000,20000,0,True,20000,0.12562280642336032,0.12913853579742546,0.12658895449446078,0.0040355792436695456,0.003515729374065135,0.42447555117382557,0.425835125474748,0.4245143260170776,0.42447578505483713,0.921385679349139,0.33120634785243674,0.0013349264193291085,0.0014702900379752637,0.005031401215302928,-0.001516359395761802,6.87554524003307e-07,0.003515729374065129,0,0.5591920693214445,,1e-24,19999,0.9983452529213315,0.9999979196133683,1520,True,0.1291751346960487,3769,True,0.12975450218602694,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,
sine,0.1,0,64,2048,0.002,0.0002,core_N64_s0,0,20000,20000,20000,0,True,20000,0.12562280642336032,0.12898809533350497,0.12794516311994947,0.00403087797917203,0.003365288910144648,0.4244577694116224,0.4256805832146513,0.4244967991506091,0.42445800337788253,0.9213663803046891,0.33120634785243674,0.0012825991134176166,0.0014587210877654124,0.00485572663746013,-0.0014910358328743027,5.981055588239519e-07,0.0033652889101446525,0,0.5526260922974795,,1e-24,19999,0.998105119839726,0.9999979064409248,1387,True,0.12896695191095545,3433,True,0.12955831647981583,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,
sine,1.0,0,64,2048,0.002,0.002,core_N64_s0,0,20000,20000,20000,0,True,20000,0.12562280642336032,0.1276785124990602,0.1251770099774874,0.003989953515595631,0.0020557060756998813,0.4243726558566493,0.4250069141688427,0.424413848340127,0.4243728901435386,0.9212739984863771,0.33120634785243674,0.0010257072237307334,0.0014227967125701843,0.003420018446005302,-0.0013645772338967846,2.648635913408887e-07,0.0020557060756998587,0,0.5231830712661993,,1e-24,19999,0.9957251602993512,0.9999978747176372,759,True,0.1275985396409258,1863,True,0.12808226029019312,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,
sine,10.0,0,64,2048,0.002,0.02,core_N64_s0,0,20000,20000,20000,0,True,20000,0.12562280642336032,0.1257526250601031,0.11558373910408433,0.003929769533128222,0.00012981863674277339,0.42424418878414216,0.42441711358072626,0.42431356036204626,0.42424442080903346,0.921134540454361,0.33120634785243674,0.0008042912203563783,0.0014111058387235918,0.0013241047725461549,-0.0011948772959848872,5.911601815098112e-07,0.00012981863674277742,0,0.4977060068241549,,1e-24,19999,0.9720563590351431,0.9999987730817251,142,True,0.12602623271133165,348,True,0.12612734986499982,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,
sine,100.0,0,64,2048,0.002,0.2,core_N64_s0,0,20000,20000,20000,0,True,20000,0.12562280642336032,0.12626267822749282,0.11679259190872189,0.003945708694609151,0.0006398718041324969,0.42352057672629695,0.42398623818043363,0.423986176984436,0.4235207622084308,0.9203485885341823,0.33120634785243674,0.0008086130952466093,0.0028253887650168557,0.001198054583661345,-0.000558185001453843,2.221925026437119e-09,0.0006398718041325284,0,0.4978158037584278,,1e-24,19999,0.7354646803795508,1.0000044838052822,15,True,0.12566344828160955,37,True,0.12567403032865287,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,
runge,0.0001,0,64,2048,0.002,2.0000000000000002e-07,core_N64_s0,0,20000,20000,20000,0,True,20000,0.12562280642336032,0.12708372148234692,0.11608148562699054,0.003971366296323341,0.0014609150589866005,0.07938263346373328,0.08197156499180817,0.07999781444654533,0.07938256768548105,0.7120444769932331,0.5356628203268473,0.0015870766617582582,0.013410609171961619,-0.0008936925264943274,0.002354401469431255,2.0611604965762787e-07,0.0014609150589865853,0,0.6517273826622021,,1e-24,19999,0.9981498568639462,1.0000031810264605,653,True,0.12517389873380788,2163,True,0.12509271581093775,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,
runge,0.001,0,64,2048,0.002,2e-06,core_N64_s0,0,20000,20000,20000,0,True,20000,0.12562280642336032,0.12708313938455243,0.11608043957976429,0.003971348105767263,0.0014603329611921068,0.07938224974436016,0.081969078498528,0.07999779192756667,0.07938218392108227,0.7120427558492916,0.5356628203268473,0.0015865808841712794,0.013413322679258382,-0.0008935873394751348,0.0023538702677793227,5.003288793081845e-08,0.0014603329611921185,0,0.6516761209272269,,1e-24,19999,0.9981473883372807,1.000003183723206,652,True,0.1251740254766896,2162,True,0.12509244265351116,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,
runge,0.01,0,64,2048,0.002,2e-05,core_N64_s0,0,20000,20000,20000,0,True,20000,0.12562280642336032,0.12707754870808555,0.11606981041721871,0.003971173397127673,0.0014547422847252245,0.07937841419594885,0.08194453092132314,0.07999754360761853,0.07937834792496615,0.7120255515717748,0.5356628203268473,0.001581682159662654,0.013440139649885323,-0.0008940217931018201,0.00234867681651327,8.726131373414858e-08,0.0014547422847251837,0,0.6511707802298807,,1e-24,19999,0.9981225683847237,1.0000032111726354,645,True,0.12517455741166034,2156,True,0.12508998844685357,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,
