bundle,target,n,seed,degree,kappa,actual_contrast,predicted_contrast,contrast_error
refine_N128_s0,runge,128,0,5,10.0,0.0016294247500711206,0.0016281922334147048,-1.232516656415883e-06
refine_N128_s0,runge,128,0,5,100.0,0.007423094405875588,0.007366777495198373,-5.631691067721489e-05
refine_N128_s0,moment3,128,0,5,0.0001,0.0014834902056299198,0.0014835843097502355,9.410412031563009e-08
refine_N128_s0,moment3,128,0,5,0.001,0.0014811371250098015,0.0014812291495379937,9.202452819212503e-08
refine_N128_s0,moment3,128,0,5,0.01,0.0014577578452913825,0.0014578296095105192,7.176421913668296e-08
refine_N128_s0,moment3,128,0,5,0.1,0.001238012917363293,0.0012379258724043302,-8.704495896294517e-08
refine_N128_s0,moment3,128,0,5,1.0,0.0,0.0,0.0
refine_N128_s0,moment3,128,0,5,10.0,-0.0014906522370731201,-0.001492083206340103,-1.4309692669828289e-06
refine_N128_s0,moment3,128,0,5,100.0,0.00011192455097112919,8.727147991073603e-05,-2.465307106039316e-05
refine_N128_s0,moment5,128,0,5,0.0001,0.0014562934565780228,0.0014564319443929746,1.384878149518487e-07
refine_N128_s0,moment5,128,0,5,0.001,0.0014537286750389983,0.001453866585547317,1.379105083187948e-07
refine_N128_s0,moment5,128,0,5,0.01,0.0014282924480470693,0.0014284246981727672,1.3225012569784145e-07
refine_N128_s0,moment5,128,0,5,0.1,0.0011982823103776075,0.0011983988957679353,1.1658539032788351e-07
refine_N128_s0,moment5,128,0,5,1.0,0.0,0.0,0.0
refine_N128_s0,moment5,128,0,5,10.0,-0.0015477342946712686,-0.0015477596905214414,-2.5395850172804657e-08
refine_N128_s0,moment5,128,0,5,100.0,-0.0019005106738471667,-0.0019005373716734497,-2.6697826283061943e-08
refine_N128_s0,moment9,128,0,5,0.0001,0.0014558324170945297,0.0014558622106363162,2.9793541786449218e-08
refine_N128_s0,moment9,128,0,5,0.001,0.001453270209027288,0.001453299857376203,2.96483489148347e-08
refine_N128_s0,moment9,128,0,5,0.01,0.0014278592554702457,0.0014278874866761326,2.8231205886908306e-08
refine_N128_s0,moment9,128,0,5,0.1,0.0011978218531145668,0.0011978427776487693,2.0924534202548806e-08
refine_N128_s0,moment9,128,0,5,1.0,0.0,0.0,0.0
refine_N128_s0,moment9,128,0,5,10.0,-0.0015477134604446607,-0.0015477019511700718,1.150927458892781e-08
refine_N128_s0,moment9,128,0,5,100.0,-0.0019004410647542463,-0.0019004259135308593,1.5151223387022128e-08
refine_N128_s0,sine,128,0,7,0.0001,-0.002461988259550768,-0.0024620400159895833,-5.175643881527581e-08
refine_N128_s0,sine,128,0,7,0.001,-0.0024573629991195417,-0.002457414652855136,-5.165373559434805e-08
refine_N128_s0,sine,128,0,7,0.01,-0.002411942410146861,-0.002411993036823157,-5.062667629562867e-08
refine_N128_s0,sine,128,0,7,0.1,-0.0019895593161133457,-0.00198960634163714,-4.702552379443059e-08
refine_N128_s0,sine,128,0,7,1.0,0.0,0.0,0.0
refine_N128_s0,sine,128,0,7,10.0,0.0010059103785447637,0.0010059477804336414,3.740188887768614e-08
refine_N128_s0,sine,128,0,7,100.0,0.0013065052745784567,0.001306579722098189,7.444751973229025e-08
refine_N128_s0,runge,128,0,7,0.0001,-0.0012745932749742839,-0.001274509646273625,8.362870065892203e-08
refine_N128_s0,runge,128,0,7,0.001,-0.0012725854862103703,-0.0012725019803133675,8.35058970027891e-08
refine_N128_s0,runge,128,0,7,0.01,-0.0012527187978550597,-0.0012526365267021972,8.227115286252307e-08
refine_N128_s0,runge,128,0,7,0.1,-0.0010557891344378512,-0.0010557166083057928,7.252613205832592e-08
refine_N128_s0,runge,128,0,7,1.0,0.0,0.0,0.0
refine_N128_s0,runge,128,0,7,10.0,0.0016294247500711206,0.001629462655836203,3.790576508233556e-08
refine_N128_s0,runge,128,0,7,100.0,0.007423094405875588,0.0074276842413923405,4.589835516752294e-06
refine_N128_s0,moment3,128,0,7,0.0001,0.0014834902056299198,0.00148351522892827,2.502329835007977e-08
refine_N128_s0,moment3,128,0,7,0.001,0.0014811371250098015,0.0014811621951968251,2.5070187023579216e-08
refine_N128_s0,moment3,128,0,7,0.01,0.0014577578452913825,0.0014577833598870132,2.5514595630715675e-08
refine_N128_s0,moment3,128,0,7,0.1,0.001238012917363293,0.0012380409954610427,2.807809774962866e-08
refine_N128_s0,moment3,128,0,7,1.0,0.0,0.0,0.0
refine_N128_s0,moment3,128,0,7,10.0,-0.0014906522370731201,-0.0014905868598703714,6.53772027486843e-08
refine_N128_s0,moment3,128,0,7,100.0,0.00011192455097112919,0.00011341645350829155,1.4919025371623595e-06
refine_N128_s0,moment5,128,0,7,0.0001,0.0014562934565780228,0.0014562865457385665,-6.91083945625337e-09
refine_N128_s0,moment5,128,0,7,0.001,0.0014537286750389983,0.0014537218040934358,-6.870945562509334e-09
refine_N128_s0,moment5,128,0,7,0.01,0.0014282924480470693,0.0014282859664013214,-6.4816457479022205e-09
refine_N128_s0,moment5,128,0,7,0.1,0.0011982823103776075,0.0011982767194982091,-5.590879398331694e-09
refine_N128_s0,moment5,128,0,7,1.0,0.0,0.0,0.0
refine_N128_s0,moment5,128,0,7,10.0,-0.0015477342946712686,-0.001547734991081559,-6.964102905460123e-10
refine_N128_s0,moment5,128,0,7,100.0,-0.0019005106738471667,-0.0019005117217765904,-1.047929423791949e-09
refine_N128_s0,moment9,128,0,7,0.0001,0.0014558324170945297,0.0014558304869063537,-1.9301881759581363e-09
refine_N128_s0,moment9,128,0,7,0.001,0.001453270209027288,0.0014532682864479979,-1.9225792902144434e-09
refine_N128_s0,moment9,128,0,7,0.01,0.0014278592554702457,0.0014278574072199013,-1.8482503444383624e-09
refine_N128_s0,moment9,128,0,7,0.1,0.0011978218531145668,0.001197820480831488,-1.3722830788376328e-09
refine_N128_s0,moment9,128,0,7,1.0,0.0,0.0,0.0
refine_N128_s0,moment9,128,0,7,10.0,-0.0015477134604446607,-0.0015477135277971732,-6.735251245615359e-11
refine_N128_s0,moment9,128,0,7,100.0,-0.0019004410647542463,-0.0019004412043842206,-1.3962997424954438e-10
